"ifam","zygosity_2G","sex_2","sex_1","predicted_emotional11r_2","predicted_emotional13r_2","EMPQ_emotional11r_2","EMPQ_emotional13r_2","predicted_cognitive11r_2","predicted_cognitive13r_2","EMPQ_cognitive11r_2","EMPQ_cognitive13r_2","predicted_emotional11r_1","predicted_emotional13r_1","EMPQ_emotional11r_1","EMPQ_emotional13r_1","predicted_cognitive11r_1","predicted_cognitive13r_1","EMPQ_cognitive11r_1","EMPQ_cognitive13r_1"
"ka0034","DZ",1,2,-0.160973230491045,-0.485532711156165,-0.148429932046347,-0.677274716081365,-0.0743501428311607,-0.398155420189316,-0.571698780846701,-0.722649252393701,-0.31361776434547,-0.0948151445772248,-0.373101749097559,-0.700152663077273,-0.0927268073102969,-0.0535373195210304,-0.69807846208618,-1.15115891055
"ka0060","DZ",2,NA,-0.0232183549767193,NA,-0.554919931097558,NA,0.0283195779729131,NA,-0.14252290608618,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ka0082",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,-0.0377666594447145,NA,-0.239339023046347,NA,0.0669867469311098,NA,-0.0161432248467011,NA
"ka0093","MZ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0246729330250055,NA,-0.404547443081365,NA,0.081437455136964,NA,0.0551285256062993
"ka0152",NA,1,2,-0.0311219089754747,NA,-0.239339023046347,NA,-0.154773628434751,NA,-0.460587669846701,NA,0.000515069427510707,NA,0.263261886902441,NA,0.0217736932027732,NA,-0.47585623908618,NA
"ka0174","DZ",2,2,NA,0.0651010127081652,NA,0.299847336922727,NA,0.11847684042709,NA,-0.15115891055,0.167672250454421,-0.357367569962405,-0.100374476097559,-0.518334481077274,0.128828908519783,-0.27217564889698,-0.0314117950861803,-0.52615891055
"ka0185",NA,1,1,-0.0498156536355247,NA,-0.784793568046348,NA,0.0199639163225695,NA,1.0949678861533,NA,-0.0923161550885548,NA,-0.512066296046347,NA,-0.0914931766014707,NA,-0.349476557846701,NA
"ka0200","DZ",2,2,NA,0.670103920235516,NA,0.572574609922726,NA,0.11743024752093,NA,-0.26227002155,NA,0.095725628227935,NA,0.208938245922726,NA,-0.24085260246177,NA,0.07106331145
"ka0222","DZ",1,1,-0.00180943826060455,NA,-0.239339023046347,NA,-0.273370346095371,NA,-0.793921002846701,NA,-0.0870520526614446,NA,0.669751885953653,NA,-0.21703550613071,NA,-0.349476557846701,NA
"ka0244",NA,2,NA,0.0348368621578905,NA,0.172352795902441,NA,-0.233276220993777,NA,-0.25363401708618,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ka0270","DZ",1,1,0.175774867380175,NA,0.669751885953653,NA,0.0266765719195793,NA,-0.349476557846701,NA,-0.214201748810805,NA,0.306115521953653,NA,-0.188663563898281,NA,0.094967886153299,NA
"ra0010","DZ",1,2,0.317456723080205,0.123299243289496,0.306115521953653,0.504543465918635,0.160507952532609,0.055225486067494,0.539412330153299,0.0551285256062993,-0.357874338558389,0.00150782288681495,-1.55491993109756,0.190756427922726,-0.0258817745567172,0.00526620064874985,-1.69807846208618,-0.15115891055
"ra0021","DZ",1,2,0.0783641001720653,NA,0.306115521953653,NA,-0.0550589575848806,NA,-0.238365446846701,NA,-0.129734211103999,NA,0.172352795902441,NA,0.0326890026169029,NA,0.301921537913819,NA
"ra0032","DZ",1,1,-0.359243406618805,-0.302089746368915,-0.784793568046348,-0.131820170081365,-0.0246078435001405,0.278187887435714,1.0949678861533,0.499572969606299,0.0295803488251355,0.339802555625895,0.851570067953653,0.777270738918635,-0.268373838715941,-0.239609602864176,0.206078997153299,-0.167093696393701
"ra0076","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.719389087397935,NA,-0.791061754077274,NA,-0.37774019705787,NA,0.29328553345
"ra0080","MZ",1,1,0.0122885995265952,NA,0.0333882499536528,NA,-0.0335902128559607,NA,-0.127254335846701,NA,-0.105594067034355,0.0425650761384456,-0.148429932046347,0.686361647918635,0.081299014605129,0.0773133626518644,0.317190108153299,0.388461858606299
"ra0102","DZ",1,1,0.371508628286775,NA,0.0333882499536528,NA,0.35246281338202,NA,0.983856775153299,NA,0.159848295232416,NA,0.397024612953653,NA,0.173895647407339,NA,0.094967886153299,NA
"ra0124","MZ",2,2,-0.0662071120646194,-0.229154794125075,-0.908455284097559,-1.70015266307727,0.151981677549163,-0.19466594207669,0.0796993159138193,-0.70671446655,-0.131782544783879,-0.0549683959693951,-0.797344173097559,-1.06378902707727,0.0182278913004332,-0.18981328284241,-1.14252290608618,-0.70671446655
"ra0135","MZ",1,1,-0.172678538128095,-0.304442484198945,0.215206431953653,0.0499980119186354,-0.239161802714801,-0.114857097883456,-0.0161432248467011,-0.167093696393701,-0.0174435126061946,-0.0241467146793947,0.397024612953653,0.322725283918635,0.0953014706454897,0.262838022864624,0.206078997153299,-0.0559825853937007
"ra0146","DZ",2,2,-0.111464079048819,-0.235617554822995,-0.100374476097559,-0.154698117077274,0.0645710910986932,0.00776480377571966,0.19081042691382,-0.15115891055,0.0985995132804807,-0.0237508577517448,0.354170977902441,0.118029154922726,0.170987240474872,-0.1050041442253,0.74636598291382,0.29328553345
"ra0150","MZ",2,NA,-0.219567649963319,NA,-0.282192658097558,NA,-0.131646470617827,NA,0.0796993159138193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ra0161","DZ",1,2,0.169015822041605,NA,0.578842794953652,NA,0.240818283676949,NA,-0.127254335846701,NA,-0.103598009705019,NA,0.535989159902441,NA,0.0482882615261426,NA,-0.25363401708618,NA
"ra0194","DZ",2,2,0.0236728427526003,NA,0.535989159902441,NA,-0.076613363537547,NA,0.301921537913819,NA,0.30202618159262,NA,-0.373101749097559,NA,0.0941506688204126,NA,-0.0314117950861803,NA
"ra0205","MZ",1,1,-0.306359751941825,NA,-0.239339023046347,NA,0.00732552247664923,NA,0.428301219153299,NA,-0.0371870151032946,NA,0.306115521953653,NA,0.1389336569922,NA,-0.349476557846701,NA
"ra0216","DZ",1,2,-0.0804804594027845,-0.0503193490837747,0.306115521953653,0.413634374918635,0.1035422092449,-0.136101364172106,-0.127254335846701,-0.5004270303937,0.0129346613695008,0.269919896608215,0.0814437049024416,0.208938245922726,0.00333150752578272,0.2402100408846,-0.36474512808618,-0.37338113255
"ra0242","DZ",2,2,0.0538582551933307,0.00413979935226527,-0.918556295097558,-0.427425390077273,0.198815551140043,0.13417364976672,0.0796993159138193,-0.26227002155,-0.0578672429356996,0.065020281976505,-0.373101749097559,-0.336516299077273,0.137596567572763,0.01423125564527,0.0796993159138193,-0.48449224355
"ra0253","DZ",2,1,0.30466894140127,NA,-0.373101749097559,NA,-0.022863132823397,NA,-0.14252290608618,NA,0.145596447230025,NA,0.0333882499536528,NA,0.247491440208689,NA,-0.238365446846701,NA
"ra0264","DZ",2,2,-0.111477006586349,-0.270064021717025,-0.191283567097558,-0.154698117077274,-0.247593820428097,-0.16254426291303,-0.25363401708618,-0.0400477995500005,-0.168346816609699,0.414821912321245,-0.100374476097559,0.208938245922726,-0.0813297532536972,0.23695893087815,0.59358820491382,0.40439664545
"ra0275","DZ",2,2,0.31700929235294,NA,0.445080068902442,NA,0.358362223681913,NA,0.0796993159138193,NA,0.265405560032281,NA,0.263261886902441,NA,-0.00781339935559731,NA,0.52414376091382,NA
"ra0286","DZ",2,1,-0.143370145418899,0.184044719997205,-0.282192658097558,0.118029154922726,0.180414544654593,0.35109525350547,0.74636598291382,0.62661886745,0.0920692254132053,-0.237411796577295,0.0333882499536528,0.322725283918635,0.21660229481964,-0.152350561199356,-0.238365446846701,-0.389315918393701
"ra0323","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0108417481618953,NA,0.208938245922726,NA,0.0693093449876301,NA,-0.48449224355
"ra0334","DZ",1,1,0.271158269675066,0.280563920601465,0.124297340953653,-0.586365625081365,0.153508467426519,0.0953025492099046,0.428301219153299,0.166239636606299,0.111677073906015,-0.219862315247865,0.487933703953652,-0.768183806081365,0.0454152296205893,0.0683332425756041,0.539412330153299,-0.167093696393701
"ra0356","MZ",2,2,-0.10091232958546,NA,-1.00946538509756,NA,0.240316213314073,NA,-0.36474512808618,NA,0.0606748181746404,NA,-0.736738113097559,NA,0.265625344160743,NA,0.19081042691382,NA
"ra0382","DZ",2,1,-0.0248954813959996,0.140002044124565,0.445080068902442,0.118029154922726,0.206271711564243,0.4107490494209,-0.0314117950861803,0.62661886745,-0.0873228890505048,-0.344496446746075,-0.421157205046348,-0.677274716081365,0.0876208331256797,-0.442294497403856,0.539412330153299,0.277350747606299
"ra0415","DZ",1,1,0.0576571785648253,0.0608549553753655,0.215206431953653,0.504543465918635,0.0555516940237792,0.138130588451894,-0.0161432248467011,0.832906303606299,-0.0795323424805147,-0.118996164003195,0.0333882499536528,0.595452556918635,-0.116352835914121,-0.112370455925356,-0.571698780846701,0.0551285256062993
"ra0430","MZ",1,1,0.0348112143158955,NA,-0.512066296046347,NA,0.343311871224349,NA,1.0949678861533,NA,-0.609513756057265,NA,-0.875702659046347,NA,-0.0912221332887007,NA,0.206078997153299,NA
"ra0441","DZ",2,1,-0.0282442698896694,0.0341847325969852,0.172352795902441,0.118029154922726,-0.289161518492617,-0.15306505506947,-0.58696735108618,-1.04004779955,0.505720140541375,0.117727648499935,0.397024612953653,0.177270738918635,0.154198696939519,0.039735974491384,-0.127254335846701,0.0551285256062993
"ra0452","MZ",1,NA,-0.194920493244195,NA,0.215206431953653,NA,-0.31622546332925,NA,-0.127254335846701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ra0463","MZ",2,2,0.16259591435666,0.290726682194645,0.263261886902441,-0.245607208077274,-0.046798111648197,0.0263398973413898,-0.25363401708618,-0.15115891055,0.00263792253158072,0.343189746452295,0.0814437049024416,-0.0637890270772734,-0.0473936007710269,0.0244132497212899,0.0796993159138193,-0.0400477995500005
"ra0485","DZ",2,2,0.0204497736557004,0.0622145139490652,0.263261886902441,0.299847336922727,-0.103771613770007,-0.00297984530202997,-0.28141179508618,-0.15115891055,-0.0474528576462696,0.0557880247575652,0.263261886902441,0.208938245922726,-0.115066514876867,-0.0241726405313596,-0.0314117950861803,-0.15115891055
"ra0496","DZ",2,NA,0.149898478285211,NA,-0.554919931097558,NA,0.277259773758973,NA,0.0796993159138193,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ra0500","MZ",1,1,0.506580377824995,NA,1.57884279495365,NA,0.126682742860259,NA,0.761634553153299,NA,-0.249763833919805,NA,0.487933703953652,NA,-0.313152240942141,NA,-0.905032113846701,NA
"ra0544","DZ",2,2,0.29998593983632,0.429374568921985,-0.554919931097558,0.118029154922726,0.279246503698943,0.36824094270653,0.19081042691382,0.29328553345,-0.22964677699918,-0.379355246941985,-0.554919931097558,-0.609243572077273,-0.187774752720767,0.0742781735366096,-1.03141179508618,-0.37338113255
"ra0555","DZ",1,2,0.0731750571576052,NA,0.578842794953652,NA,-0.3611090345769,NA,-0.127254335846701,NA,-0.301712370026109,NA,-0.827647204097559,NA,-0.121070058583327,NA,-0.0314117950861803,NA
"ra0566","DZ",1,1,NA,-0.0228803845207248,NA,-0.586365625081365,NA,-0.0777900162908057,NA,0.277350747606299,NA,0.215815405471386,NA,0.868179829918636,NA,0.0614499199940141,NA,0.388461858606299
"ra0581","MZ",2,2,-0.18682723637717,NA,-0.373101749097559,NA,-0.0311982350439572,NA,-0.0314117950861803,NA,0.0714509317094006,NA,0.0359891599024415,NA,0.253346074657483,NA,0.301921537913819,NA
"ra0625","MZ",2,2,NA,0.000260045430995004,NA,-0.336516299077273,NA,-0.4219293401042,NA,-0.15115891055,0.14135107190484,-0.0590188405713546,0.0814437049024416,-0.609243572077273,0.185044947478613,-0.40048905782553,-0.36474512808618,-0.59560335455
"ra0636","DZ",1,2,-0.324469307026085,NA,-0.875702659046347,NA,-0.223532371727961,NA,0.317190108153299,NA,0.0558778450964106,0.310394311667135,0.535989159902441,-0.245607208077274,0.231580332666643,0.292552195589,0.19081042691382,0.40439664545
"ra0640","MZ",1,1,NA,-0.251865073247564,NA,-0.768183806081365,NA,-0.0468820405860558,NA,-0.0559825853937007,NA,0.170545652856265,NA,0.231816193918635,NA,-0.049209055501516,NA,-0.0559825853937007
"ra0706","DZ",2,1,0.37572365408485,0.230643456950135,0.445080068902442,0.663483700922727,0.274124997277873,0.0825781016471998,0.301921537913819,0.07106331145,0.0444961578468254,0.174999851496156,0.124297340953653,0.413634374918635,-0.0191519585926506,-0.236011636190426,-0.460587669846701,-0.167093696393701
"ra0754","MZ",2,2,NA,0.0973186010379151,NA,-0.245607208077274,NA,0.0501470819989001,NA,-0.26227002155,NA,-0.200846413293155,NA,-0.336516299077273,NA,-0.18114262714275,NA,-0.59560335455
"ra0765","DZ",2,1,-0.333146622979369,-0.236966695104285,0.899625523902442,-0.518334481077274,-0.0777662969081272,0.26074310993462,0.301921537913819,0.40439664545,-0.173183553842095,0.0267606259896956,0.578842794953652,0.504543465918635,-0.141450763767811,-0.0760559929886656,0.809253600153299,0.0551285256062993
"ra0780","DZ",2,1,0.298797628980951,NA,-0.373101749097559,NA,0.0430754535113931,NA,-0.25363401708618,NA,-0.294221763901975,NA,-1.05752084104635,NA,-0.0287205801924105,NA,-0.349476557846701,NA
"ra0813","MZ",1,1,0.156060513992525,0.306354953072925,0.669751885953653,0.777270738918635,0.1725104546577,0.033011838639884,-0.460587669846701,0.166239636606299,0.147581030619396,NA,0.306115521953653,NA,0.239711360429009,NA,0.650523442153299,NA
"ra0824","DZ",2,2,-0.0668849926611196,-0.343462197223965,0.0814437049024416,-0.609243572077273,0.0969563944582828,0.0756083454854801,-0.69807846208618,-0.37338113255,0.17219513352705,0.617709800737205,0.626898250902442,0.481665518922727,-0.109875709401167,0.22990606255027,0.19081042691382,0.62661886745
"ra0846","DZ",1,NA,-0.264029650139565,NA,-0.148429932046347,NA,-0.13445114080529,NA,-0.460587669846701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ra0850","DZ",1,2,-0.192836012464835,-0.490873053266224,-0.421157205046348,-1.49545653408136,0.14180362718529,-0.107212119142166,-0.682809891846701,0.277350747606299,-0.0437458604282794,0.381415331461055,-0.645829022097559,0.390756427922726,0.0453630466513133,0.28032361636277,-0.0314117950861803,0.73772997845
"ra0883","DZ",1,1,NA,0.205834364534645,NA,0.686361647918635,NA,-0.194802114553636,NA,0.0551285256062993,-0.207099509732835,-0.200468391276815,-0.572672356046348,0.686361647918635,-0.20989811412636,-0.268497982339296,-0.905032113846701,-0.5004270303937
"ra0894","DZ",1,1,0.399305999219665,NA,1.03338824995365,NA,0.143024498524739,NA,0.539412330153299,NA,0.0192094308662755,NA,-0.693884478046347,NA,0.234940505248629,NA,-0.571698780846701,NA
"ra0920","MZ",1,1,0.167985301668325,NA,0.427327643953653,NA,0.0993617367414696,NA,0.523539315153299,NA,-0.0749975816758247,NA,0.135660976953653,NA,-0.1931004085233,NA,-0.0478892568467011,NA
"ra0931","MZ",2,2,0.0989116134823707,NA,-0.645829022097559,NA,0.0999331337706029,NA,-0.14252290608618,NA,-0.00978845469760943,NA,0.717807341902441,NA,0.125321989089143,NA,0.63525487191382,NA
"ra0975","MZ",1,1,-0.122055197532795,-0.192781984676015,-0.602975387046347,-0.677274716081365,-0.215907056928771,-0.226180945899836,-0.460587669846701,0.499572969606299,-0.223324701453895,-0.125744934401235,0.669751885953653,0.140907102918635,-0.0780803478464308,-0.104626188266356,-0.127254335846701,0.166239636606299
"ra0986","DZ",1,2,-0.163670874771635,NA,-0.421157205046348,NA,-0.00153653103710035,NA,-0.793921002846701,NA,0.0964525718480005,NA,0.899625523902442,NA,0.0904806825052227,NA,0.19081042691382,NA
"rd1001","DZ",2,2,-0.0140971890747396,0.072880674870235,-0.00946538509755866,0.0271200639227265,-0.217511136751287,0.00449045997188959,-0.47585623908618,-0.26227002155,0.17107593275617,0.00963319997379497,0.172352795902441,0.299847336922727,0.146640592968723,0.02342273976475,0.74636598291382,0.07106331145
"rd1023","MZ",1,1,-0.00114636630419453,NA,0.306115521953653,NA,-0.15774513822204,NA,0.539412330153299,NA,0.0811447488391755,NA,0.942479158953652,NA,-0.0310211085113404,NA,-0.0161432248467011,NA
"rd1126","DZ",1,2,0.324157193206165,-0.242756954555495,-0.330248114046347,0.231816193918635,-0.0248002986594305,-0.162261140698016,0.094967886153299,0.277350747606299,-0.0992719451336394,-0.217226885791285,-0.282192658097558,-1.15469811707727,-0.105709117806967,-0.34732597285094,-0.69807846208618,-0.48449224355
"rd1130","MZ",1,NA,0.112228841498695,NA,0.306115521953653,NA,-0.179597218390291,NA,-0.682809891846701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rd1163","DZ",1,NA,-0.155250706125035,NA,-0.239339023046347,NA,-0.176732190887361,NA,-0.238365446846701,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rd1211","DZ",1,1,0.435742011327965,0.201717781118886,0.0333882499536528,-0.131820170081365,0.193052670094009,0.131992819503754,-0.571698780846701,-0.278204807393701,-0.0219297842663245,0.0391600089078952,-0.330248114046347,-0.131820170081365,0.0131435158696895,0.125239785488004,0.317190108153299,0.610684081606299
"rd1222","DZ",1,2,-0.432266247289145,NA,-1.33933902304635,NA,0.0595123759207591,NA,-0.682809891846701,NA,0.0889936724909804,NA,0.445080068902442,NA,-0.0257369280062372,NA,-0.25363401708618,NA
"rd1233","DZ",2,2,0.159045561505171,-0.0179743116434449,-0.191283567097558,-0.609243572077273,-0.0409512502151872,-0.14269643048042,-0.92030068408618,-0.77615891055,-0.0671261860222094,-0.248158186656255,-0.00946538509755866,-0.0637890270772734,-0.412323757151717,-0.40303227802891,-0.92030068408618,-0.70671446655
"rd1244","DZ",1,1,-0.0143458407583347,NA,0.160660976953653,NA,0.19147476428324,NA,0.872745664153299,NA,0.170003747425855,NA,1.03338824995365,NA,0.23703282778897,NA,-0.238365446846701,NA
"rd1292","DZ",2,NA,-0.117429524202849,NA,-0.373101749097559,NA,-0.0951209450646473,NA,-0.14252290608618,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rd1314","MZ",2,2,0.125076027260831,0.0537427950444253,0.535989159902441,-0.336516299077273,0.138260917341963,-0.00635292277039044,0.52414376091382,-0.37338113255,0.32352830825724,-0.0320670440516747,0.626898250902442,-0.427425390077273,-0.010335780626517,0.11320380123969,0.74636598291382,-0.81782557755
"rd1340","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.266458109229201,NA,0.263261886902441,NA,0.013361832978793,NA,0.19081042691382,NA
"rd1362","DZ",1,1,-0.0378024154757047,NA,-0.739339023046347,NA,-0.196372681889451,NA,-1.1550321138467,NA,-0.262304882072025,NA,-0.239339023046347,NA,0.0135080655094896,NA,-0.682809891846701,NA
"rd1384","DZ",1,1,0.105076237307025,NA,1.21520643195365,NA,0.21718935719529,NA,0.872745664153299,NA,0.630123052900136,NA,1.57884279495365,NA,-0.0253376020855006,NA,0.539412330153299,NA
"rd1395","DZ",2,2,0.30148362682741,0.246646720992685,0.354170977902441,0.118029154922726,0.112309360198563,-0.13393500853048,-0.25363401708618,-0.48449224355,-0.32955634441556,0.324313843697645,-0.191283567097558,0.208938245922726,-0.239168931981057,-0.0921761441635702,-0.47585623908618,-0.59560335455
"rd1406","MZ",1,1,NA,0.353014130374226,NA,0.377270738918635,NA,-0.00275725561589623,NA,-1.2782048073937,NA,-0.120318799391105,NA,0.322725283918635,NA,-0.031831558203096,NA,-0.569871474393701
"rd1443","MZ",1,1,-0.250152625931055,NA,-1.23933902304635,NA,-0.115198831665981,NA,-0.905032113846701,NA,-0.571269635124804,-0.161770519426925,-0.421157205046348,-0.0409110790813644,-0.890912744045301,-0.00878141634106544,-0.349476557846701,-1.1670936963937
"rd1454","DZ",1,2,0.0899316217514755,NA,-0.148429932046347,NA,0.176600800536489,NA,0.206078997153299,NA,0.254991944582951,NA,0.626898250902442,NA,0.225127910103013,NA,0.96858820491382,NA
"rd1465","DZ",2,1,-0.0407483648621396,0.341396077567815,-0.191283567097558,1.29984733692273,-0.203027474885687,0.2887977631048,-0.0314117950861803,0.84884108945,-0.109346078368425,-0.229347844658704,-0.239339023046347,-1.22272926108136,-0.0583409013643804,-0.0847741991831857,0.539412330153299,-0.833760363393701
"rd1491","DZ",2,2,-0.18848719841054,0.000830477510704975,-0.736738113097559,0.481665518922727,-0.200247579800547,-0.0543086891936504,-0.14252290608618,-0.15115891055,0.1143865302131,-0.246413049779695,-0.100374476097559,0.0271200639227265,0.0654297103883031,-0.25940106556495,-0.36474512808618,-0.15115891055
"rd1513","DZ",1,NA,0.0728975666627453,NA,1.12429734095365,NA,0.200536603851219,NA,0.650523442153299,NA,NA,NA,NA,NA,NA,NA,NA,NA
"rd1535","DZ",1,1,0.175519057049105,0.162241123938185,0.360660976953653,0.0499980119186354,0.201546761137969,0.145720272943884,0.650523442153299,0.166239636606299,0.174129959001895,-0.0163320798228046,0.578842794953652,0.595452556918635,-0.0734792891213708,-0.058847504579396,0.094967886153299,0.0551285256062993
"rd1546","DZ",1,1,-0.0721264678000645,NA,0.0333882499536528,NA,-0.0909355738686606,NA,-1.0161432248467,NA,0.0955983783653454,NA,0.487933703953652,NA,0.13314567444814,NA,0.761634553153299,NA
"rd1550","MZ",2,2,-0.0106439250535495,-0.200409914212515,0.535989159902441,-0.972879936077274,0.0397368237445932,0.0413368831419101,0.85747709391382,-0.15115891055,-0.162524220026049,0.0590180480417552,-0.373101749097559,0.299847336922727,-0.0773292276053972,0.17539210814747,0.0796993159138193,0.29328553345
"rd1561","DZ",1,1,NA,-0.0230686322476545,NA,0.377270738918635,NA,0.188563605936055,NA,-0.389315918393701,NA,-0.0413432680544048,NA,-0.000507039081364573,NA,-0.0762832113859558,NA,-0.389315918393701
"rd1605","MZ",2,2,0.21446684071334,NA,0.626898250902442,NA,0.0313219711140527,NA,0.19081042691382,NA,0.13763321568701,NA,0.535989159902441,NA,0.127947298157353,NA,0.301921537913819,NA
"rd1620","DZ",2,1,0.11779541768882,0.514788233967975,-0.282192658097558,0.390756427922726,0.190492450532113,0.4652530095715,-0.25363401708618,0.51550775645,0.109977855097925,-0.119139813371774,-0.148429932046347,-1.22272926108136,-0.0422821888932204,0.0763601565065041,-0.238365446846701,0.832906303606299
"rd1631","DZ",1,1,0.0905204907751552,NA,0.0333882499536528,NA,0.27606330099321,NA,0.094967886153299,NA,-0.184755169755785,NA,-0.512066296046347,NA,-0.140941227129141,NA,0.094967886153299,NA
"rd1664","DZ",2,2,0.21768683786475,0.0783672020496652,0.445080068902442,0.208938245922726,0.0898642625942225,0.10038539092421,-0.0314117950861803,-0.15115891055,0.123654871816411,0.080310392969135,0.0814437049024416,0.118029154922726,-0.0254648592380471,-0.0382052955429399,-0.69807846208618,-0.26227002155
"rd1701","DZ",1,1,0.213326564376365,0.370139810769965,-0.330248114046347,0.595452556918635,0.25427805894599,0.334733654782714,-0.238365446846701,1.0551285256063,0.0877207273378752,0.0787813590364653,-0.693884478046347,0.504543465918635,0.151227145105789,-0.0893111886222558,-0.127254335846701,-0.278204807393701
"rd1734","DZ",1,1,-0.328756820261805,NA,-0.239339023046347,NA,-0.16848685552374,NA,-0.238365446846701,NA,-0.0122599064854049,-0.208557617795634,-0.239339023046347,-0.0409110790813644,-0.176987005970381,-0.0424625398095658,-0.0161432248467011,0.166239636606299
"rd1745","DZ",2,2,-0.100514737260949,NA,-0.827647204097559,NA,0.0490540357336029,NA,0.52414376091382,NA,0.0340091891020007,NA,1.20265582690244,NA,-0.236070984709487,NA,-1.03141179508618,NA
"rd1760","DZ",2,1,0.464197244406791,0.342167406057715,0.717807341902441,0.572574609922726,0.224732327086653,0.28476408282738,0.52414376091382,0.62661886745,-0.140715252168235,-0.209284760334194,-0.239339023046347,0.595452556918635,-0.11640961277848,-0.067293741476646,0.317190108153299,0.0551285256062993
"rd1771","DZ",1,2,NA,-0.289961943248635,NA,0.0499980119186354,NA,-0.320129505744436,NA,-0.167093696393701,0.000833574723270648,-0.0310487014660751,-0.100374476097559,-0.0637890270772734,0.128337681978953,0.1528124330573,-1.80918957308618,0.62661886745
"rd1782","DZ",1,1,-0.739299420081394,-0.304517533510984,-1.51206629604635,-0.404547443081365,-0.443736798682941,-0.0559432080916758,-0.905032113846701,-1.1948714743937,0.317030441680585,0.463891290092076,0.397024612953653,0.231816193918635,0.0578899106950591,0.118238707500584,0.206078997153299,-0.167093696393701
"rd1793","MZ",1,1,0.228969200677725,NA,0.942479158953652,NA,0.10548538715367,NA,0.650523442153299,NA,0.0538072600341651,NA,0.487933703953652,NA,-0.0517519883718306,NA,-0.0161432248467011,NA
"rd1804","DZ",1,1,0.0142326085203351,NA,0.851570067953653,NA,-0.31452968451626,NA,-0.0161432248467011,NA,-0.504269799241045,NA,-0.875702659046347,NA,-0.0990835264025907,NA,0.761634553153299,NA
"rd1826","DZ",2,2,NA,-0.117753496795115,NA,-0.154698117077274,NA,-0.15613219120301,NA,-0.40115891055,-0.47460536670812,-0.204357939092435,-1.46401084009756,-0.427425390077273,-0.430064028625077,-0.17848263705812,-1.47585623908618,-1.26227002155
"rd1830","DZ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.100407875281784,NA,-0.313638352081365,NA,-0.186468174116196,NA,0.277350747606299
"rd1863","DZ",NA,2,NA,NA,NA,NA,NA,NA,NA,NA,0.117438186248201,NA,-0.100374476097559,NA,0.262524512340943,NA,0.85747709391382,NA
"rd1885","DZ",1,2,NA,0.229691967283995,NA,0.231816193918635,NA,0.319686692113504,NA,0.832906303606299,NA,-0.125405635337405,NA,-0.245607208077274,NA,0.0313837171114697,NA,0.40439664545
"rd1896","DZ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.239183254384435,NA,0.760660976953653,NA,0.192607800742849,NA,-0.0161432248467011,NA
"rd1900","MZ",2,2,0.538381106816481,NA,0.808716432902442,NA,0.419945591216533,NA,0.19081042691382,NA,0.423963494120161,0.337630860774095,1.26326188690244,0.936210972922727,0.0410249269727328,-0.16909583633899,0.41303264891382,0.29328553345
"rd1922","DZ",1,2,-0.195058584539134,NA,0.851570067953653,NA,-0.36724778350753,NA,-0.030032113846701,NA,-0.18194823301757,NA,0.263261886902441,NA,-0.0698473066283169,NA,-0.14252290608618,NA
"rd1955","MZ",2,2,-0.0783459355514593,-0.129381107494415,-0.282192658097558,-0.427425390077273,0.031100251158873,0.0296671380755402,-0.25363401708618,-0.26227002155,-0.0537952036774693,-0.169231335895645,0.172352795902441,0.590756427922727,0.0414763800044631,0.0652568785933197,0.19081042691382,-0.0083017675500005
"rd1966","MZ",1,1,NA,0.0166571750537754,NA,-0.677274716081365,NA,0.0558979436514938,NA,-0.0559825853937007,NA,-0.343963911540785,NA,-0.586365625081365,NA,-0.0861326583081457,NA,-0.278204807393701
"rd1981","DZ",2,1,0.37047390422074,NA,-0.00946538509755866,NA,0.0457808517278029,NA,-0.47585623908618,NA,0.325518467196295,NA,-0.148429932046347,NA,0.000758125536099473,NA,-0.682809891846701,NA
"rf2051","DZ",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,0.345745753582905,NA,0.215206431953653,NA,0.237883774898909,NA,0.206078997153299,NA
"rf2073","MZ",1,1,-0.402976165879345,NA,-1.87570265904635,NA,-0.508385554805841,NA,0.206078997153299,NA,0.0898777361939852,NA,0.660660976953652,NA,-0.0329993816552206,NA,-0.571698780846701,NA
"rf2095","DZ",2,1,0.19533131766868,0.335747356946735,0.354170977902441,-0.700152663077273,0.230988966599813,0.21152662110523,-0.58696735108618,0.29328553345,-0.147355493060595,0.158657896206885,1.21520643195365,1.04999801191864,0.19283225212564,0.260802150975424,0.872745664153299,0.277350747606299
