ifam,ID,OnlineManual,isOut,whyOut,sex,Age,zygosity,el_BFI1,el_BFI2,el_BFI3,el_BFI4,el_BFI5,el_BFI6,el_BFI7,el_BFI8,el_BFI9,el_BFI10,el_BFI11,el_BFI12,el_BFI13,el_BFI14,el_BFI15,el_BFI16,el_BFI17,el_BFI18,el_BFI19,el_BFI20,el_BFI21,el_BFI22,el_BFI23,el_BFI24,el_BFI25,el_BFI26,el_BFI27,el_BFI28,el_BFI29,el_BFI30,el_BFI31,el_BFI32,el_BFI33,el_BFI34,el_BFI35,el_BFI36,el_BFI37,el_BFI38,el_BFI39,el_BFI40,el_BFI41,el_BFI42,el_BFI43,el_BFI44,el_BFI6_Rev,el_BFI21_Rev,el_BFI31_Rev,el_BFI2_Rev,el_BFI12_Rev,el_BFI27_Rev,el_BFI37_Rev,el_BFI8_Rev,el_BFI18_Rev,el_BFI23_Rev,el_BFI43_Rev,el_BFI9_Rev,el_BFI24_Rev,el_BFI34_Rev,el_BFI35_Rev,el_BFI41_Rev,EMPQ_emotional,EMPQ_cognitive
7911,4,1,0, ,2, ,3,5,1,4,2,4,1,5,4,3,5,5,4,3,5,2,5,3,4,5,5,5,3,4,4,3,5,4,4,5,5,5,4,4,4,4,5,3,5,5,5,4,5,5,5,5,1,1,5,2,2,3,2,2,2,1,3,2,2,2,2, , 
7913,1,0,0, ,2,10.88493751,3,2,1,5,1,4,5,5,4,2,5,5,1,5,5,4,4,5,1,4,5,1,5,1,5,4,5,1,5,5,5,5,5,5,4,5,5,2,5,2,5,1,5,3,1,1,5,1,5,5,5,4,2,5,5,3,4,1,2,1,5,3.363636364,4.777777778
7917,4,0,0, ,1,10.82490193,3,3,2,3,3,3, ,5,3,3,5,4,2,4,4,4,4,5,2,4,5,3,4,2,2,3,4,2,5, ,4,2,4,4,3,4,5,2,4,4,4,1,4,2,4, ,3,4,4,4,4,4,3,4,4,4,3,4,3,2,5,3.1,4
7919,1,0,0, ,2,10.863108,2,5,4,3,1,3,3,4,4,3,5,5,1,3,4,3,3,3,1,3,5,1,4,3,3,3,4,3,4,4,5,3,4,4,2,3,5,1,3,3,3,5,5,5,4,3,5,3,2,5,3,5,2,5,3,1,3,3,4,3,1,2,3
7919,4,0,0, ,2,10.86308693,2,4,2,5,1,3,3,5,2,3,5,2,1,5,2,4,3,4,1,4,4,4,4,3,3,4,4,3,4,2,5,4,4,4,3,4,4,3,4,2,4,1,4,2,4,3,2,2,4,5,3,3,4,5,3,4,3,3,3,2,5,3.181818182,4
7925,1,1,0, ,2,11.27173169,2,2,2,4,1,5,3,5,1,4,5,3,1,4,3,3,4,5,1,3,5,5,5,1,2,4,4,2,5,4,5,5,5,5,3,3,5,3,5,2,4,1,4,3,5,3,1,1,4,5,4,3,5,5,5,3,2,4,3,3,5,3.727272727,4
7925,4,0,0, ,2,10.86532037,2,2,2,5,1,5,3,5,3,3,4,5,1,5,4,4,4,5,3,2,5,4,4,1,2,4,5,4,4,3,5,4,5,5,3,2,5,1,5,1,4,1,4,2,5,3,2,2,4,5,2,5,3,3,5,4,3,4,3,4,5,3.636363636,4.666666667
7929,1,0,0, ,2,11.02657537,3,4,3,3,2,3,3,3,3,3,3,3,2,4,2,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3,3,2,3,3,3,3,3,3,3,2.636363636,3.222222222
7929,4,0,0, ,1,11.02154907,3,1,4,5,1,4,5,5,1,4,5,4,1,5,1,4,4,4,4,4, ,5,4,4,2,4,4,5,5,4,5,4,5,5,4,4,5,1,4,1,4,4,4,4,4,1,1,2,2,5,1,5,5,2,2,2,2,4,2,2,2,3.272727273,3.444444444
7935,1,0,0, ,2,11.1284899,3,3,2,5,4,5,5,4,4,3,4,4,2,5,5,4,4,4,2,4,4,4,5,1,1,4,4,4,5,4,4,4,4,4,2,4,5,3,4,3,4,2,3,4,4,1,2,2,4,4,2,3,2,4,5,2,3,5,4,2,4,4.090909091,4
7935,4,0,0, ,1,11.12848975,3,5,3,3,3,4,2,3,4,3,5,5,2,4,4,5,5,4,2,4,4,2,4,2,4,5,4,4,3,4,2,3,3,3,4,1,5,3,4,3,3,3,4,5,3,4,4,3,3,4,2,3,2,4,4,1,3,2,2,5,3,3.090909091,3.777777778
7947,1,0,0, ,1,10.81290295,1,3,4,4,2,4,4,5,3,4,5,5,2,5,4,3,4,5,2,4,4,4,4,2,2,5,3,3,4,3,3,4,5,5,4,4,4,2,4,4,3,4,2,3,4,2,2,2,2,4,3,4,3,4,4,3,2,4,2,2,2,3.363636364,3.666666667
7947,4,0,0, ,1,10.81299674,1,3,4,4,3,2,4,4,4,3,4,2,3,4,3,4,3,4,1,4,3,4,4,2,2,4,3,2,4,2,4,4,4, ,4,4,5,3,4,2,4,2,4,3,3,2,2,2,2,3,4,3,2,5,4,3,3,4,2,2,4,3.272727273,3.888888889
7951,1,0,0, ,2,10.81355065, ,2,1,4,1,4,5,1,2,3,4,5,1,4,2,4,2,5,1,5,3,3,5,1,3,3,1,3,5,2,4,4,5,5,2,3,4,5,3,1,3,5,5,2,4,1,3,2,5,5,3,1,4,5,5,4,3,3,4,3,1,4.545454545,5
7951,4,0,0, ,2,10.81341708, ,2,2,4,3,5,4,5,3,3,4,3,2,4,3,4,2,3,3,3,2,4,3,4,2,3,4,1,2,3,2,3,4,3,3,1,3,1,3,3,4,4,4,2,3,2,2,3,4,4,5,5,3,3,2,4,3,4,3,5,2,3.818181818,4.333333333
7955,1,0,0, ,1,10.97657696,1,4,2,3,1,5,2,4,5,2,5,5,3,4,2,5,4,3,4,2,4,1,3,4,5,5,4,2, ,3,2,1,3,3,3,1,4,3,5,2,4,2,5,4,4,4,5,5,4,3,4,3,1,2,2,2,4,1,3,5,4,3.454545455,4.444444444
7955,4,0,0, ,1,10.97809593,1,4,2,5,1,5,4,5,4,5,5,5,4,5,5,5,4,5,2,2,5,2,5,1,4,5,4,2,4,3,5,2,4,5,5,5,5,4,5,4,4,1,5,4,5,2,4,4,4,2,4,2,2,4,5,2,1,2,1,1,5,3.909090909,4.777777778
7969,1,0,0, ,2,11.11192334,2,4,1,3,1,5,3,5,4,4,5,5,1,5,4,4,5,5,5,5,5,1,4,5,1,5,5,4,5,3,3,5,4,5,3,4,5,3,5,4,5,5,5,2,5,3,5,1,5,5,2,3,2,1,1,4,2,5,3,2,1,4.363636364,3.555555556
7969,4,0,0, ,2,11.11481944,2,5,2,5,1,2,3,4,1,2,4,5,2,4,3,3,5,3,1,5,2,1,5,1,2,3,3,4,5,4,4,4,4,4,1,4,5,5,4,5,3,3,2,4,2,3,5,2,4,4,2,1,5,5,5,2,4,4,5,2,3,4,4.111111111
7975,1,0,0, ,1,11.14207072,1,2,3,4,1,4,4,4,4,4,4,4,2,4,3,3,4,4,4,2,4,1,4,2,4,4,4,3,4,3,1,2,4,4,4,2,4,4,4,4,3,2,4,4,5,2,5,4,3,4,3,2,2,2,4,2,2,2,2,4,4,2.272727273,4
7975,4,0,0, ,1,11.14206533,1,4,4,5,3,4,3,4,4,3,4,4,3,4,5,4,4,3,4,4,4,2,4,2,3,4,4,3,4,3,3,3,4,3,4,1,4,4,4,3,3,2,4,2,4,3,4,3,2,3,3,2,2,2,4,4,3,3,2,5,4,3.181818182,3.888888889
7979,1,0,0, ,1,10.98556864,2,2,3,3,2,4,3,3,3,2,4,4,2,4,2,4,4,3,3,4,4,3,4,2,4,3,3,4,3,4,4,2,3,4,3,3,4,4,4,3,3,4,4,2,4,3,3,4,3,4,2,2,3,3,4,4,4,2,3,3,2,2.636363636,4
7979,4,0,0, ,1,10.95326815,2,3,2,4,2,4,4,4,3,3,4,4,3,4,3,4,4,3,3,3,4,3,4,2,2,5,4,3,5,4,5,4,4,4,3,3,4,4,4,2,4,2,4,2,3,2,3,2,4,3,3,2,3,3,4,4,3,4,3,3,4,3.272727273,4.111111111
7999,1,0,0, ,1,11.22319188,2,3,1,5,1,4,5,5,1,3,5,5,1,4,4,3,4,5,2,3,4,3,4,2,4,4,5,2,4,4,4,2,4,5,4,3,5,4,4,2,2,1,4,5,3,1,3,4,5,5,4,2,5,4,4,1,3,2,2,3,5,2.727272727,4.333333333
7999,4,0,0, ,1,11.22323992,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.272727273,3.888888889
8037,1,0,0, ,1,10.96123831,1,5,3,5,4,5,2,2,4,2,5,5,3,5,4,4,5,2,1,5,5,5,5,2,2,4,5,4,5,5,4,5,2,5,4,5,5,5,4,5,5,1,4,5,4,4,1,1,3,3,2,1,2,5,4,1,4,4,2,1,5,3.090909091,4.333333333
8037,4,0,0, ,1,10.96114587,1,5,5,5,1,5,2,5,4,4,5,5,2,4,4,5,4,5,2,5,5,3,5,1,2,4,4,1,5,3,4,4,5,5,4,3,5,3,4,2,4,1,5,2,4,4,3,2,1,4,5,3,2,4,5,4,2,4,2,3,5,3.272727273,3.888888889
8057,1,0,0, ,1,10.80011699,2,5,5,4,1,1,1,5,5,1,5,5,1,5,5,5,5,5,3,4,5,4,5,2,4,4,5,1,5,1,5,4,5,5,1,1,5,1,5,1,5,1,5,4,5,5,2,2,1,5,5,5,1,3,4,2,5,2,5,5,5,2.636363636,4.444444444
8057,4,0,0, ,1,10.80692274,2,5,4,4,1,5,4,5,5,4,5,5,3,4,1,5,4,5,2,5,5,2,4,1,5,2,4,2,5,1,5,1,5,5,3,5,5,4,5,4,5,2,4,3,2,2,4,5,2,3,4,2,1,4,5,3,2,1,3,1,4,4,3.888888889
8065,1,0,0, ,1,10.97220831,2,1,1,5,1,4,5,5,1,5,5,3,1,5,3,5,5,4,2,2,5,5,4,1,4,5,4,2,5,3,4,3,5,5,5,3,5,1,3,1,4,2,4,3,4,1,1,3,5,5,4,5,5,4,5,3,1,2,1,3,4,2.363636364,3.666666667
8065,4,0,0, ,1,10.98340219,2,2,1,5,1,5,5,5,1,4,5,4,1,5,3,5,4,5,1,2,5,4,5,1,3,4,3,2,5,1,5,3,5,5,4,3,5,1,5,1,2,1,5,1,4,1,2,3,5,5,4,5,5,5,5,5,2,3,2,3,5,4.181818182,4.222222222
8073,1,0,0, ,2,11.27570652,1,4,3,5,2,4,4,4,3,4,5,5,3,5, ,4,4,4,1,4,3,4,4,3,3,4,4,3,5,3,4,4,5, ,4,4,5,4,4,4,3,4,5,4,5,2,2,2,3,3,3,2,3,5,3,2,2,3,2,2,2,3.272727273,3.888888889
8073,4,0,0, ,2,11.27572192,1,4,3,5,3,4,3,4,2,3,4,5,2,4,2,4,4,3,1,4,4,3,2,1,2,3,4,4,5,3,4,4,4,5,3,4,3,4,3,4,3,4,3,3,5,3,3,2,3,4,2,2,4,5,5,3,3,4,3,2,2,3.272727273,3.111111111
8077,1,0,0, ,1,11.06523151,2,3,1,4,1,4,3,4,2,2,3,5,3,5,2,3,3,4,3,4,4,1,4,5,4,2,3,1,4,1,3,3,3,3,2,3,5,2,3,3,3,3,5,2,2,3,5,3,5,3,5,4,4,3,1,4,4,2,4,3,3,2.454545455,3.777777778
8077,4,0,0, ,1,11.1418034,2,4,1,3,1,4,2,5,4,3,5,5,2,5,5,4,5,5,2,5,5,4,5,3,1,4,5,1,3,4,5,5,5,5,1,4,5,1,5,4,4,2,5,4,5,4,2,1,5,4,5,5,2,4,3,2,3,5,5,2,4,4.181818182,3.888888889
8079,1,0,0, ,2,10.85608193,2,5,4,5,3,5,2,4,2,2,4,3,3,5,4,4,5,4,1,4,5,2,4,4,3,5,5,2,5,4,5,4,4,5,2,4,5,2,5,4,4,4,5,5,4,4,4,2,2,3,4,4,4,5,2,1,4,3,4,2,2,3.727272727,4.222222222
8097,1,0,0, ,1,10.87650211,3,5,4,3,2,5,2,4,4,4,5,5,2,3,3,2,4,3,4,4,5,1,3,2,2,5,5,4,4,3,3,4,2,4,4,2,2,4,3,3,4,3,4,4,4,4,5,2,2,4,2,2,2,2,4,2,2,4,2,4,3,3.818181818,4.333333333
8097,4,0,0, ,2,10.87653687,3,4,3,4,1,3,3,4,2,1,5,4,2,5,3,3,3, ,1,4,5,3,4,2,3,3,3,2,5,2,3,4,4,4,1,3,5,3,3,2,3,3,4,3,4,3,3,2,3,4,4,3,4,5,4,3,5,3,5,3,3,3.545454545,4.333333333
8099,1,0,0, ,2,10.91968648,2,2,3,5,4,5,2,5,1,2,5,4,1,5,4,2,4,3,4,5,5,4,4,4,1,5,4,1,5,4,5,4,5,4,1,3,4,3,3,5,5,1,5,4,5,4,2,2,3,5,5,3,5,2,2,2,4,5,5,3,5,2.818181818,3.888888889
8099,4,0,0, ,2,10.92002133,2,4,1,5,1,5,4,5,3,3,4,5,1,5,3,4,3,4,1,4,4,3,3,3,4,4,5,1,5,1,4,3,4,5,2,3,5,3,4,2,4,2,5,2,3,2,3,3,5,5,5,3,3,5,3,4,3,2,4,3,4,2.454545455,4.222222222
8103,1,0,0, ,2,11.10356054,2,3,1,5,1,5,5,5,1,5,5,5,1,5,1,1,3,5,1,5,5,3,5,1,1,5,3,1,5,1,5,3,5,5,5,5,5,1,5,1,5,3,5,1,5,1,3,3,5,5,5,5,5,5,5,5,1,5,1,1,3,3.545454545,5
8103,4,0,0, ,2,11.10326704,2,3,1,5,3,5,3,5,1,4,5,5,1,5,4,5,4,5,1,5,5,3,5,1,1,5,5,1,5,4,5,3,5,5,4,5,5,1,5,5,3,1,5,1,5,3,3,3,5,5,5,5,5,5,5,5,2,5,2,1,5,4.363636364,4.888888889
8105,1,0,0, ,1,10.84355236,2,3,1,3,1,5,5,4,3,5, ,5,1,5,4,5,4,4,3,4,5,4,5,1,1,5,5,5,4,5,5,4,5,4,2,3,5,2,5,4,4,5,5,1,2,1,2,2,5,5,1,4,3,3,5,5,1,5,4,3,1,3.454545455,5
8105,4,0,0, ,1,10.84356139,2,1,1,4,1,4,5,5,1,4,5,5,2,5,4,4,1,4,1,5,4,1,5,1,4,4,4,4,4,2,4,4,4,4,2,4,5,2,4,1,2,4,5,2,2,1,5,2,5,4,2,4,5,5,5,4,2,2,4,2,2,2.727272727,3.777777778
8107,1,0,0, ,2,10.98080082,1,2,1,2,2,4,3,2,4,3,4,2,3,3,4,2,3,2,5,4,5,4,3,5,3,2,3,4,4,4,5,1,2,2,2,3,3,4,2,5,3,4,3,2,5,3,2,5,5,3,2,2,2,1,1,4,3,3,4,3,2,2.909090909,3.222222222
8107,4,0,0, ,2,10.98084049,1,2,2,4,3,3,4,4,2,1,2,3,4,3,5,4,2,3,2,5,3,5,3,4,1,4,2,3,5,4,5,4,4,3,1,5,2,4,3,3,2,1,2,4,4,2,1,2,4,2,3,2,4,4,2,2,5,5,5,1,5,4,3.625
8125,1,0,0, ,1,10.80504009,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2.545454545,2.375
8125,4,0,0, ,1,10.80504097,2,2,5,2,5,2,3,2,5,1,5,1,4,3,4,2,5,2,5,4,5,4,4,5,5,4,3,5,2,4,4,4,4,2,5,3,2,4,4,5,5,2,4,5,4,3,2,2,1,2,1,2,1,1,1,1,5,1,1,3,4,2.909090909,3.888888889
11933,1,0,0, ,2,10.86816894, ,5,1,5,1,5,2,5,2,4,5,5,1,5,4,5,5,3,1,4,5,2,4,1,3,5,5,1,5,1,5,2,5,5,4,1,5,1,4,2,5,1,4,1,5,4,4,4,5,5,5,5,4,5,5,5,2,3,2,5,5,4.636363636,4.777777778
11933,4,0,0, ,2,10.86837009, ,5,1,5,1,4,3,5,1,2,4,4,1,5,4,5,4,5,1,5,5,3,4,2,4,4,5,1,4,2,5,3,4,4,4,1,5,1,4,1,3,1,5,4,3,3,3,3,5,5,5,5,5,5,4,2,4,2,2,5,5,3.727272727,4.777777778
11939,1,0,0, ,2,11.70618029,3,3,1,3,1,3, ,4,2,3,5,4,1,5,3,2,2,3,1,1,3,2,3,1,4,5,3,1,3,2,3,1,3,4,3,2,5,1,3,1,5,2,5,1,3, ,4,5,5,5,5,5,4,5,5,5,3,2,3,4,4,3.090909091,3.333333333
11939,4,0,0, ,1,11.71102571,3,4,2,3,1,5,2,5,4,5,4,5,2,4,4,4,4,3,2,1,4,1,4,2,3,2,5,1,3,1,1,1,3,4,2,2,5,3,2,3,4,1,3,4,1,4,5,5,4,4,5,3,2,4,4,2,1,3,4,4,5,3.090909091,3.333333333
11945,1,0,1,2,1,10.86252015,3,1,1,2,3,5,5,4,4,2,4,5,2,4,4,3,3,4,4,3,3,5,3,2,3,3,2,3,2,3,3,4,4,3,3,3,4,5,2,5,3,3,4,5,3,1,1,2,5,4,3,1,2,2,4,1,4,3,3,3,3,3.818181818,3.333333333
11945,4,0,0, ,2,10.86266544,3,4,3,5,2,5,3,5,5,2,4,5,3,5,4,3,4,4,1,3,5,3,4,1,3,2,4,2,4,2,4,3,4,4,4,2,5,2,3,3,4,1,4,4,3,3,3,3,3,3,4,4,1,5,5,2,4,3,2,4,5,2.909090909,3.888888889
11949,1,0,0, ,1,11.85386702, ,3,1,4,1,5,3,4,3,3,5,5,2,3,4,4,5,3,4,3,5,4,4,2,4,5,3,3,4,2,4,2,3,4,4,3,5,1,4,3,5,1,3,4,5,3,2,4,5,4,3,5,3,2,4,2,3,2,2,3,5,3,3.888888889
11963,1,0,0, ,2,10.98061164, ,5,3,5,1,4,3,4,3,3,5,4,2,5,5,4,3,3,5,4,5,1,4,2,3,4,5,4,4,4,5,1,4,5,2,4,4,3,4,4,5,5,3,1,5,3,5,5,3,4,2,3,3,1,4,5,3,3,4,2,1,3.727272727,3.555555556
11963,4,0,0, ,1,11.02427026, ,4,4,4,2,3,2,4,5,3,5,4,3,4,3,3,3,3,4,4,4,2,4,2,4,3,5,2,4,5,4,4,3,3,2,1,5,4,3,2,4,4,4,3,3,4,4,2,2,3,4,2,1,2,4,3,3,2,4,5,2,3,3.444444444
11967,1,0,0, ,2,11.22703301,2,2,1,5,1,3,5,5,1,2,4,4,2,5,5,3,5,3,1,5,4,5,5,4,4,3,3,3,4,2,5,5,4,5,3,3,5,2,5,4,4,1,5,4,4,1,1,1,5,4,3,4,5,5,2,2,4,2,3,3,5,3.363636364,4
11969,1,0,0, ,1,10.99328399, ,5,3,4,2,5,3,4,4,3,5,5,3,4,4,5,3,3,2,3,5,2,4,2,4,3,3,3,4,3,3,3,3,4,3,4,4,4,4,3,4,3,3,4,3,3,4,3,3,3,3,2,2,4,4,2,3,2,3,2,3,2.727272727,3.555555556
11969,4,0,0, ,1,10.99966569, ,5,2,5,1,5,2,4,2,1,5,5,2,4,3,4,5,3,3,3,5,1,4,3,5,5,5,1,3,4,2,5,4,3,1,5,5,4,3,5,5,2,4,5,2,4,5,1,4,4,5,2,4,3,3,1,5,1,5,1,4,2.454545455,5
11977,1,0,0, ,1,11.19966563,2,2,1,4,2,4,3,4,3,2,2,3,2,3,4,3,3,4,3,3,3,4,4,3,3,4,3,3,4,4,3,3,4,4,2,4,4,4,3,3,2,3,4,3,4,3,2,3,5,4,3,2,3,3,3,3,4,3,4,2,3,3.909090909,3.555555556
11977,4,0,0, ,1,11.2132832,2,2,1,4,2,3,4,2,4,2,3,4,4,4,5,3,5,4,2,4,3,4,3,2,3,2,4,5,4,3,4,4,4,3,3,2,4,4,3,4,3,4,3,3,2,2,2,2,5,2,1,2,2,4,4,3,4,3,3,4,2,3,3.111111111
11981,4,0,0, ,2,11.05124981, ,4,2,3,4,2,1,3,4,2,5,4,4,3,5,4,2,3,1,5,5,2,4,5,1,4,5,2,3,4,2,2,2,4,3,5,3,4,4,5,4,2,3,4,5,5,4,4,4,2,4,2,2,5,1,2,4,5,3,1,4,3.636363636,3.777777778
11987,1,0,0, ,1,11.07368241,2,5,1,1,3,5,2,2,4,1,4,5,5,2,4,4,2,1,4,3,4,2,1,5,1,4,5,1,2,3,4,5,2,5,3,3,5,1,4,5,3,1,5,5,1,4,4,1,5,1,5,5,2,2,1,1,5,5,3,3,5,3.545454545,4
11987,4,0,0, ,1,11.07373495,2,3,3,3,1,5,3,5,3,3,4,5,3,4,4,4,3,4,1,4,4,3,4,1,1,4,4,1,4,3,4,4,4,5,1,5,5,4,5,3,4,3,3,4,2,3,3,2,3,3,5,2,3,5,5,2,3,5,5,1,3,3.909090909,3.555555556
15933,1,0,1,3,1,10.89800226,1,3,1,3,1,4,2,5,3,3,5,5,1,5,2,2,5,5,2,4,5,1,5,1,2,3,5,1,5,3,4,4,5,5,3,5,5,1,5,5,5,1,5,4,4,4,5,2,5,5,5,5,3,4,5,2,3,4,3,1,5,3.727272727,4.666666667
15933,4,0,1,3,1,10.90011294,1,5,2,4,1,5,3,5,4,3,5,5,3,5,5,4,5,5,2,5,5,1,4,1,4,4,5,1,5,3,5,1,5,5,5,2,5,3,5,3,5,4,4,4,5,3,5,5,4,3,5,3,2,4,5,2,3,2,1,4,2,3.909090909,4.666666667
15935,1,0,0, ,2,11.03515061,3,5,4,4,1,5,1,3,4,4,4,5,3,5,2,5,5,3,5,1,5,1,5,4,5,4,4,1,5,1,3,4,3,4,4,1,5,5,2,5,5,4,3,1,5,5,5,2,2,3,5,1,2,1,2,5,2,1,2,5,2,1.909090909,2.333333333
15935,4,0,0, ,1,11.03555318,3,5,4,3,1,4,1,4,4,2,5,5,3,4,4,4,5,5,5,4,5,1,4,1,2,4,3,1,3,1,5,4,4,4,3,3,5,4,4,3,4,2,5,3,4,5,5,2,2,3,5,2,2,1,5,3,4,4,3,3,4,3.545454545,4.444444444
15937,1,0,0, ,2,10.91711819,3,3,2,2,1,4,3,5,4,4,4,5,2,4,4,4,4,3,2,2,5,1,4,1,3,4,4,1,2,2,4,2,4,4,4,3,5,4,4,3,4,1,5,4,5,3,5,4,4,4,5,2,2,4,5,2,2,3,2,3,5,3.636363636,4.333333333
15937,4,0,0, ,1,10.91683927,3,4,4,3,3,4,3,4,3,3,5,4,3,4,4,3,3,4,1,4,4,3,4,3,3,4,4,3,5,3,4,3,3,3,2,4,4,4,4,4,4,2,5,2,3,3,3,3,2,3,3,2,3,5,3,4,3,3,4,2,4,3.545454545,3.666666667
15939,1,0,0, ,1,10.84601842,2,2,4,1,3,5,1,3,4,4,5,5,5,2,5,3,3,2,4,5,1,4,5,5,4,5,5,4,2,3,2,4,4,3,1,4,4,5,2,1,5,2,5,4,5,5,2,2,2,1,2,1,2,2,1,2,2,2,5,2,4,4.090909091,4.111111111
15939,4,0,0, ,1,10.84639852,2,1,2,4,1,4,3,4,2,5,4,5,2,5,2,5,4,4,2,4,5,3,4,1,5,5,5,1,5,3,2,2,3,4,5,4,4,3,4,1,4,4,4,2,4,3,3,4,4,4,5,3,4,4,5,4,1,1,1,2,2,2.454545455,5
15949,1,0,0, ,1,10.88678787,1,4,4,2,1,5,2,4,4,2,5,5,1,4,2,4,5,4,4,3,5,1,5,3,4,5,4,4,2,3,3,1,5,3,5,1,5,2,3,2,4,1,3,2,5,4,5,5,2,5,2,4,2,2,3,4,4,2,1,5,5,3.090909091,4.222222222
15949,4,0,0, ,1,10.88764995,1,4,4,2,1,5,3,4,4,2,5,5,3,3,2,4,3,5,4,3,5,2,3,4,2,5,4,2,2,3,3,2,4,4,2,1,5,3,2,4,4,1,3,4,5,3,4,4,2,3,4,3,2,2,2,2,4,4,4,5,5,3.272727273,3.777777778
15953,1,1,0, ,1,11.39767283,2,3,2,5,2,5,2,4,2,4,5,4,1,5,3,4,4,3,2,4,4,2,4,2,1,5,4,2,4,3,3,4,4,4,4,1,4,2,4,1,4,2,5,2,4,4,4,2,4,5,4,4,4,4,4,4,2,5,2,5,4,3.636363636,4
15953,4,1,0, ,1,11.39767283,2,4,4,5,1,5,4,4,1,4,5,5,4,5,4,5,5,5,1,5,5,2,5,1,1,5,5,1,5,2,5,4,5,5,4,5,5,4,5,5,5,1,4,5,5,2,4,2,2,2,5,2,5,5,5,1,2,5,2,1,5,3.272727273,4.888888889
15955,1,0,1,1,1,11.3284482,3,5,1,5,1,5,3,5,1,3,5,5,1,5,3,5,5,5,1,5,5,1,5,1,3,5,5,1,5,2,5,1,5,5,3,2,5,1,5,2,5,1,5,3,5,3,5,5,5,5,5,5,5,5,5,3,3,3,3,4,5,4.545454545,4.666666667
15957,1,1,0, ,2,11.2991102,1,1,3,3,1,5,1,3,3,1,3,2,1,4,1,3,5,5,5,1,2,4,3,1,3,3,3,3,5,3,5,3,5,5,3,2,5,1,5,1,5,1,5,2,5,5,2,3,3,5,3,5,3,1,5,4,5,3,3,4,5,2.666666667,2.888888889
15957,4,1,0, ,2,11.2991102,1,3,1,5,1,5,5,1,3,5,2,5,1,5,5,5,5,3,2,5,3,3,3,1, ,4,3,1,3,1,5,1,4,5,4,2,5,1,5,1,3,1,5,1,5,1,3,5,5,5,5,5,3,4,5,5,1, ,2,4,5,2.555555556,4.111111111
15959,1,0,0, ,1,11.33406653,1,4,1,4,2,5,2,4,2,5,4,5,1,5,4,4,4,5,1,1,5,1,4,1,4,4,5,1,3,3,3,1,5,4,3,4,5,2,3,2,4,4,5,4,4,4,5,5,5,5,5,4,4,5,5,2,1,2,3,2,2,3.636363636,4.111111111
15959,4,0,0, ,1,11.3341487,1,3,3,3,2,4,2,3,4,3,4,4,2,3,3,3,3,4,3,3,4,4,3,3,4,3,4,2,2,3,3,4,4,3,3,2,5,3,2,2,3,2,4,3,1,4,2,2,3,4,4,3,2,3,3,3,3,2,3,4,4,3.454545455,3.888888889
15961,1,0,0, ,2,10.81321875,2,3,2,4,4,5,4,4,1,2,5,5,2,3,4,5,3,4,3,4,4,1,4,1,3,4,3,1,5,2,3,3,4,5,2,1,5,3,4,3,5,1,4,2,5,2,5,3,4,4,5,3,5,3,5,4,4,3,4,5,5,3.818181818,4.777777778
15961,4,0,0, ,2,10.81322347,2,4,2,5,2,5,3,5,4,3,5,5,3,5,3,4,4,2,1,3,4,1,4,2,3,5,3,1,5,2,4,2,4,4,3,3,5,3,4,3,4,4,5,2,4,3,5,4,4,3,5,3,2,5,4,4,3,3,3,3,2,3.363636364,4.222222222
15963,4,0,0, ,2,11.27617566,1,3,1,3,1,3,3,4,3,4,5,5,3,3,3,4,3,3,4,3,3,3,3,3,2,2,4,1,5,1,3,1,3,5,3,2,5,3,3,3,2,3,5,3,1,3,3,5,5,3,5,3,3,2,3,3,2,4,3,4,3,3.181818182,4.111111111
15965,1,1,0, ,2,11.30732375,3,4,4,4,2,4,4,5, ,2,4,5,4,5,2,5,5,4, ,4,5,1,4,2,4,5,5,2,4, ,5,4,4,5,2,4,4,2,5,5,4,5,5,4,5,2,5,2,2,2,4,4, , ,4,2,4,2,4,2,1,4,3.777777778
15965,4,1,0, ,1,11.30732375,3,5,2,4,2,4,4,5,2,4,4,5,2,5,3,4,4,5,4,5, ,2,4,1,3,4,5,1,4,1,4,3,4,5,3,2,5,2,4,2,4,2,4,2,5,2,4,3,4,4,5,4,4,2,5,4,2,3,3,4,4,3.818181818,3.777777778
15971,1,0,0, ,2,11.11702861,2,5,3,5,3,5,1,3,4,1,5,5,3,4,5,3,4,4,5,5,5,4,5,3,2,5,3,3,5,4,3,3,4,5,1,5,4,5,5,5,5,1,4,4,4,5,2,3,3,3,3,1,2,1,3,2,5,4,5,1,5,3.090909091,4
15971,4,0,0, ,2,11.11956451,2,3,2,4,2,4,3,4,3,2,4,5,2,4,4,3,4,4,3,3,3,2,4,3,2,3,4,2,2,3,4,3,4,4,2,3,4,3,4,4,3,4,4,3,3,3,4,3,4,4,4,3,3,3,3,3,4,4,4,3,2,4,4.333333333
