ifam,ID,OnlineManual,isOut,whyOut,sex,Age,zygosity,el_BFI1,el_BFI2,el_BFI3,el_BFI4,el_BFI5,el_BFI6,el_BFI7,el_BFI8,el_BFI9,el_BFI10,el_BFI11,el_BFI12,el_BFI13,el_BFI14,el_BFI15,el_BFI16,el_BFI17,el_BFI18,el_BFI19,el_BFI20,el_BFI21,el_BFI22,el_BFI23,el_BFI24,el_BFI25,el_BFI26,el_BFI27,el_BFI28,el_BFI29,el_BFI30,el_BFI31,el_BFI32,el_BFI33,el_BFI34,el_BFI35,el_BFI36,el_BFI37,el_BFI38,el_BFI39,el_BFI40,el_BFI41,el_BFI42,el_BFI43,el_BFI44,el_BFI6_Rev,el_BFI21_Rev,el_BFI31_Rev,el_BFI2_Rev,el_BFI12_Rev,el_BFI27_Rev,el_BFI37_Rev,el_BFI8_Rev,el_BFI18_Rev,el_BFI23_Rev,el_BFI43_Rev,el_BFI9_Rev,el_BFI24_Rev,el_BFI34_Rev,el_BFI35_Rev,el_BFI41_Rev,EMPQ_emotional,EMPQ_cognitive
6113,1,0,0, ,2,11.14202455,2,4,1,5,2,4,4,4,2,4,4,3,1,5,2,4,4,5,1,5,4,3,5,3,3,4,5,1,5,3,5,3,5,4,3,2,5,3,4,2,2,2,4,2,4,2,3,3,5,5,5,3,4,5,3,4,2,3,3,4,4,3.181818182,4.555555556
6113,4,0,0, ,2,11.14238801,2,3,1,5,1,5,3,5,5,3,5,5,1,5,5,5,5,5,2,5,5,3,5,1,3,5, ,1,5,2,5,3,5,5,5,5,5,3,5,3,5,5,5,2,5,3,3,3,5,5,5,3,1,4,5,4,3,3,1,1,1,4.454545455,5
6125,1,0,0, ,1,11.27262799,2,4,2,5,1,4,3,4,3,2,4,5,3,5,3,4,4,3,1,4,4,2,4,1,3,5,5,2,4,3,4,3,4,5,3,2,5,2,4,2,3,1,3,2,4,3,4,3,4,3,4,4,3,5,5,4,4,3,3,4,5,3.454545455,4.555555556
6125,4,0,0, ,1,11.27285079,2,3,2,5,2,3,2,4,3,2,4,4,2,5,2,4,3,3,4,5,3,3,5,2,2,5,4,2,4,3,2,3,4,4,2,4,5,2,3,4,3,2,4,4,2,4,3,3,4,4,4,4,3,2,4,2,4,4,4,2,4,2.1,3.888888889
6127,1,0,0, ,2,11.25186928,1,5,5,4,1,5,2,3,2,1,5,5,5,5,5,5, ,1,1,3,5,1,4,4,3,5,5,1,5,2,5,1,3,4,1,5,5,4,5,5,3,1,5,1,5,4,5,5,1,1,5,2,4,5,2,5,5,3,5,1,5,3.454545455,4.111111111
6129,1,0,0, ,2,12.14627031,2,4,1,4,1,4,4,5,3,4,3,5,1,5,4,4,4,5,2,3,5,3,4,2,4,4,4,1,4,3,3,3,5,4,3,3,5,3,4,3,2,2,5,2,2,2,3,3,5,5,5,3,3,4,4,4,2,2,3,3,4,3.636363636,4
6129,4,0,0, ,2,12.14600055,2,5,2,5,1,5,2,5,4,2,5,4,3,5,5,5,5,2,1,5,4,1,5,1,1,4,4,3,5,5,5,2,5,3,1,3,4,1,5,5,2,1,4,3,5,4,5,4,4,3,3,5,2,5,5,3,4,5,5,3,5,3.818181818,4.222222222
6135,1,0,0, ,2,11.19938043,2,5, ,3,1,4,5,4,4,3,5,5,3,5,4,3,5,5,4,5,4,1,3,4,3,4,4,1,2,1,3,2,3,4,4,3,5,3,3,3,3,4,4,3,4,1,5,4, ,3,5,3,2,2,2,3,3,3,2,3,2,2.909090909,3.666666667
6135,4,0,0, ,2,11.19924351,2,4,3,5,2,3,4,4,3,4,4,4,3,4,4,3,4,3,1,4,4,2,3,2,3,4,4,3,5,3,4,3,4,4,3,4,5,3,4,4,3,2,4,2,3,2,4,3,3,3,3,3,3,5,4,4,2,3,3,2,4,3.454545455,3.666666667
6137,1,0,0, ,1,11.34658139,1,4,4,5,1,4,3,4,4,2,5,5,5,5,4,2,5,2,2,5,5,4,5,1,1,5,4,2,5,5,5,4,2,2,2,2,1,5,5,5,5,2,5,2,5,3,2,2,2,1,4,1,2,4,5,4,4,5,4,4,4,3.090909091,2.666666667
6137,4,0,0, ,1,11.34713293,1,5,2,5,1,5,2,4,1,1, ,5,3,5,5,5,5,4,1,5,5,5,5,3,3,5,3,1,5,3,5,4,5,4,1,3,4,1,4,5,3,2,5,5,5,4,1,2,4,3,5,5,5,5,3,1,5,3,5,3,4,3.454545455,4.222222222
6139,1,0,0, ,2,11.26728474,3,2,1,4,1,5,4,5,1,4,4,5,1,5,4,3,4,5,3,4,4,4,4,3,4,3,4,2,4,2,5,2,5,4,2,5,5,1,3,3, ,4,5,4, ,2,2,4,5,5,4,5,5,3,3,2,2,2,4,1,2,4,4
6139,4,0,0, ,1,11.11239568,3,3,4,5,2,4,5,5,3,3,5,4,2,5,3,4,4,5,2,4,5,3,4,2,1,4,4,1,5,1,5,4,4,5,2,3,5,1,5,2,4,4,5,1,3,1,3,2,2,4,5,5,3,4,4,5,3,5,4,3,2,4,4.555555556
6141,1,0,0, ,2,11.14777584,1,3,3,5,1,4,4,4,1,5,4,4,1,5,3,4,3,4,2,2,5,3,5,1,3,5,2,1,5,1,5,3,4,5,2,2,5,2,3,2,5,5,4,2,4,2,3,3,3,5,5,4,5,4,5,4,1,3,4,4,1,3.272727273,3.777777778
6141,4,0,0, ,2,11.14776358,1,2,2,4,2,4,4,4,2,4,2,5,1,4,4,4,4,4,1,2,4,3,4,2,3,4,3,2,4,3,4,3,5,4,3,2,5,2,4,2,4,4,4,2,4,2,3,3,4,5,4,4,4,5,4,4,2,3,3,4,2,3.181818182,3.888888889
6155,1,0,0, ,2,11.20764681,2,4,2,4,1,4,3,5,1,2,4,5,1,4,3,4,3,5,4,2,5,4,4,2,5,4,5,1,5,1,4,4,5,5,2,2,4,1,2,1,5,4,4,4,5,3,2,2,4,5,5,5,5,2,4,2,4,1,4,4,2,2.727272727,3.888888889
6155,4,0,0, ,2,11.28978354,2,5,3,3,1,5,3,4, ,5,5,5,1,5,2,5,1,3,3,2,5,2,4,2,4,5,3,3,4,2,4,2,3,5,4,3,5,4,4,2,4,1,4,2,5,3,4,4,3,5,3,2, ,3,4,4,1,2,2,3,5,3.545454545,4.222222222
6165,1,0,0, ,2,11.314469,2,5,2,5,1,4,4,5,3,3,5,5,2,4,1,4,5,4,4,4,5,4,4,4,3,3,4,3,4,2,4,4,4,4,2,4,5,2,4,3,4,4,4,4,3,2,2,2,4,4,3,4,3,2,2,2,3,3,4,2,2,3.090909091,3.777777778
6165,4,0,0, ,2,11.31456277,2,5,3,3,1,5,1,2,3,1,5,5,4,5,4,5,4,1,5,3,5,1,3,4,3,5,3,3,4,5,5,3,3,4,1,1,5,5,3,5,3,1,3,4,4,5,5,3,3,2,3,1,3,1,2,2,5,3,5,5,5,3.272727273,3.777777778
6179,1,1,0, ,2,11.1211499,3,5,4,5,2,4,1,4,5,2,5,5,2,5,5,4,4,2,1,4,5,1,3,1,5,5,4,2,2, ,5,1,4,5,2,5,5,5,5,5,5,4,5,1,2,5,5,5,2,4,4,1,1,5,5,5,4,1,4,1,2, , 
6179,4,1,0, ,1,11.1211499,3,4,4,4,1,5,1,5,4,5,4,5,4,5,4,4,5,5,2,5,4,4,5,1,1,4,4,1,5,5,5,2,5,4,5,5,5,1,5,2,5,5,5,3,5,5,2,4,2,2,5,5,2,4,5,3,1,5,1,1,1, , 
6191,1,0,0, ,1,11.18037224,1,4,2,5,1,4,4,5,2,5,5,4,2,5,2,3,3,4,2,2,5,3,4,2,3,4,5,2,5,4,4,3,5,5,4,4,5,2,5,2,4,2,4,2,4,2,3,3,4,4,4,4,4,4,4,4,1,3,2,2,4,3.272727273,4.333333333
6191,4,0,0, ,1,11.18039499,1,2,4,3,1,5,4,4,5,3,4,5,4,5,1,2,5,2,5,2,5,1,4,1,4,1,5,1,2,1,5,1,3,4,4,1,5,2,4,4,3,2,4,2,5,2,5,5,2,2,5,4,1,1,5,4,3,2,2,5,4,2.909090909,4.777777778
6193,1,0,0, ,2,11.17483601,3,4,2,4,1,5,3,5,4,4,5,5,1,5,4,2,4,4,1,4,5,2,5,4,4,3,5,3,4,5,5,5,4,5,2,1,5,4,4,4,5,1,5,1,4,3,4,1,4,5,3,2,2,5,2,5,2,2,4,5,5,4.454545455,3.777777778
6193,4,0,0, ,1,11.23796084,3,3,4,4,2,4,3,4,5,3,5,5,3,4,3,4,5,3,3,3,5,3,4,3,5,5,4,2,3,5,4,5,5,4,3,1,4,4,4,4,4,1,5,1,5,3,3,1,2,3,4,2,1,3,3,5,3,1,3,5,5,3.454545455,3.888888889
6205,4,0,0, ,1,11.30857457,2,3,3,3,1,4,3,4,3,2,4,4,2,4,4,4,3,3,4,3,3,4,2,3,2,3,4,2,3,3,2,4,3,4,2,4,4,3,4,3,3,4,4,3,3,3,2,2,3,4,4,3,3,2,3,3,4,4,4,2,2,2.818181818,3.666666667
6207,1,0,0, ,2,11.18526513,3,5,5,1,1,5,1,1,5,1,5,5,5,5,1,5,5,1,1,5,5,1,5,1,5,5,5,5,5,1,5,1,1,5, ,5,5,3,5,5,3,1,1,1,4,5,5,5,1,1,1,3,1,5,5,5,5,1, ,1,5,3.8,4.888888889
6207,4,0,0, ,1,11.18298308,3,5,4,2,1,4,1, ,4,2,5,5,3,5,1,4,5,2,4,1,5,1,4,4,4,4,5,1,5,1,4,2,4,4,1,2,5, ,3,4,4,2,5,3,3,5,5,4,2,3,5, ,2,2,2,3,4,2,5,4,4,4,3.625
6211,1,1,0, ,2,11.2936345,3,4,3,4,1,5,1,5,4,5,4,5,1,4,2,5,5,5,1,4,4,5,5,1,3,5,5,1,5,4,4,1,3,5,4,5,5,4,5,2,5,1,5,1,3,5,1,5,3,5,5,2,2,5,5,5,1,3,2,1,5, , 
6211,4,1,0, ,1,11.2936345,3,4,5,5,1,4,3,5,4,2,5,5,1,5,4,5,5,4,4,5,5,2,5,4,2,4,3,5,4,3,5,4,5,5,4,4,5,3,2,4,5,3,5,5,2,3,4,2,1,5,1,3,2,2,2,1,4,4,2,2,3, , 
6221,1,0,0, ,2,11.14227501,1,5,2,5,1,4,3,5,3,5,5,5,1,4,2,3,4,5,3,2,5,1,3,4,3,5,3,4,3,4,5,3,3,3,3,3,5,4,4,1,5,1,5,2,5,3,5,3,4,5,2,2,3,3,2,4,1,3,3,3,5,2.727272727,3.888888889
6221,4,0,0, ,2,11.13973138,1,2,1,5,1,5,3,5,1,3,5,3,1,5,1,4,3,5,3,2,5,1,4,1,3,5,5,1,5,3,5,3,5,5,3,3,5,1,5,3,5,1,5,1,5,3,5,3,5,5,5,5,5,3,5,5,3,3,3,3,5,3,3.777777778
6239,1,0,0, ,2,11.14712849,2,5,2,3,3,3,2,3,4,2,3,4,3,4,5,3,3,4,5,4,3,2,4,3,1,3,4,5,2,4,3,4,3,4,1,4,5,3,3,4,3,1,4,5,3,4,4,2,4,3,1,3,2,1,3,1,4,5,5,2,5,3.818181818,3.888888889
6239,4,0,0, ,2,11.14463109,2,4,4,2,2,5,5,5,1,4,5,5,1,5,5,3,4,4,5,5,5,2,4,1,2,5,5,5,4,4,5,2,5,5,4,3,5,2,3,4,4,1, ,5,5,1,4,4,2,5,1,4,5,1,5,1,2,4,2,3,5,4.272727273,5
6243,1,1,0, ,1,11.37850787,2,3,2,4,1,5,3,4,4,4,5,5,2,5,3,4, ,4,1,2,4,2,4,2,3,5,4,1,4,3,5,2,4,4,4,4,5, ,5, ,3,1,5,4,4,3,4,4,4,4,5, ,2,5,4,2,2,3,2,2,5, , 
6243,4,1,0, ,1,11.36755647,2,5,2,5,1,5,2,5,4,2,5,5,1,5,2,4,5,5,1,5,3,1,4,1,4,4,5, ,5, ,4,5,5,5,3, ,5,5,5,4,5,5,5,4,5,4,5,1,4,5, ,1,2,5,5,2,4,2,3, ,1, , 
6249,1,0,0, ,2,11.09012124,3,3,3,3,2,3,3,4,4,1,5,3,3,4,4,4,2,4,3,5,3,3,2,2,3,4,3,4,3,4,3,4,4,4,3,3,3,4,3,4,3,3,3,3,3,3,3,2,3,3,2,2,2,3,4,3,5,3,3,3,3,3.818181818,3.888888889
6249,4,0,0, ,1,11.0949448,3,3,2,5,2,4,4,4,1,5,5,5,1,5,3,5,2,4,1,4,5,3,4,1,3,5,5,4,5,4,4,2,5,5,4,2,4,4,4,2,5,2,4,2,3,2,3,4,4,5,2,2,5,5,5,4,1,3,2,4,4,3.545454545,4.333333333
6259,1,0,0, ,1,11.1298799,2,4,2,5,3,3,3,4,1,2,5,5,1,4,2,4,4,3,4,4,4,4,4,1,1,3,2,1,5,1,3,4,4,4,2,3,4,3,4,3,3,3,5,2,3,3,2,2,4,5,5,3,5,2,5,4,4,5,4,3,3,4,3.555555556
6259,4,0,0, ,1,11.12995076,2,4,2,3,1,5,4,4,4,2,5,5,2,4,2,4,4,4,3,4,5,3,4,3,2,4,4,1,4,1,4,3,4,4,2,4,4,2,3,3,4,2,4,4,4,2,3,3,4,4,5,4,2,3,3,2,4,4,4,2,4,3.363636364,3.222222222
6267,1,0,0, ,1,11.1553556,1,3,1,4,1,5,4,4,4,4,5,5,1,5,4,5,5,5,1,3,5,4,5,1,4,5,5,4,5,1,5,4,5,5,4,2,5,4,5,1,4,4,5,2,2,2,2,2,5,5,2,2,2,5,5,4,2,2,2,4,2,2.727272727,3.777777778
6267,4,0,0, ,1,11.07872164,1,4,3,5,1,4,5,5,4,5,5,4,2,5,3,5,4,4,1,5,5,3,4,1,4,5,5,2,4,2,5,3,4,5,5,5,4,2,5,2,5,4,5,3,4,1,3,3,3,4,4,4,2,5,5,3,1,2,1,1,2,2.454545455,4.333333333
6277,1,1,0, ,2,11.15947981,1,4,1,4,1,5,5,5,4,1,4,3,1,5,3,3,4,5,1,5,5,1,2,1,1,4,3,1,4,3,3,2,5,4,1,3,5,2,4,1,5,4,5,4,3,1,5,4,5,5,5,4,2,5,5,2,5,5,5,3,2, , 
6277,4,1,0, ,2,11.15947981,1,4,1,4,1,4,5,5,3,1,5,5,1,5,5,4,4,5,2,5,5,2,4,3,2,5,5,1,5,3,4,2,4,5,4,5,5,4,5,3,1,1,5,5,5,1,4,4,5,5,5,2,3,4,3,1,5,4,2,1,5, , 
6285,1,0,0, ,1,11.18518414,2,2,1,3,3,2,3,4,4,3,3,2,4,3,4,2,2,3,2,4,3,5,5,5,3,3,4,2,2,5,2,4,3,4,4,1,5,4,4,4,2,2,4,2,4,3,1,2,5,2,4,2,2,4,1,4,3,3,2,5,4,3.272727273,3.555555556
6285,4,0,0, ,1,11.18535272,2,4,3,2,1,1,1,3,4,2,5,5,3,3,4,2,4,3,5,2,2,1,3,5,5,3,3,2,2,3,2,3,2,3,4,2,4,4,3,5,5,2,4,5,2,5,5,3,3,3,4,2,2,1,1,1,4,1,2,4,4,2.454545455,3.666666667
6307,1,0,0, ,2,11.18539211,3,3,1,5,1,4,4,5,3,4,5,4,1,5,2,5,4,5,3,4,5,3,4,3,3,4,2,2,3,1,3,4,5,4,3,2,4,1,3,3,5,4,4,4,3,2,3,2,5,5,4,5,3,3,3,2,2,3,3,4,2, , 
6307,4,0,0, ,1,11.17107676,3,2,3,5,1,4,4,5,3,5,5,5,1,5,3,4,4,4,1,3,3,4,4,1,5,5,5,1,5,1,4,3,5,5,4,4,5,1,5,1,4,1,5,2,3,2,2,3,3,5,5,5,3,5,5,4,1,1,2,2,5, , 
6313,1,1,0, ,2, ,2,3,2,4,3,4, ,3,3,3,4,4,2,5,3,2,3, ,4,3,3,4,3,3,3, ,4, ,2, ,2,3,2,3,3, ,4,3,2,3, , ,3, ,1, ,2,3,4,4, ,3,3,2,3, ,3,3,3, , , , 
6313,4,1,0, ,2, ,2,5,2,4,2,4, ,3,3,4,5,4, ,4,5,3,5,4,4,4,3,4,4,4,3,4,4,1,4,5,5,5,5,4,1,4,5,4,4,5,5,4,5,1,5, ,2,1,4, ,5,2,3,2,2,5,2,3,5,2,2, , 
6315,1,0,0, ,1,11.05156552,3,3,1,5,2,4,5,5,4,4,3,5,1,5,3,4,4,3,4,1,5,3,5,3,5,4,4,1,4,5,4,4,4,5,4,3,5,3,4,2,5,1,4,3,4,1,3,2,5,5,5,3,2,2,3,3,2,1,2,3,5,3.363636364,4.333333333
6315,4,0,0, ,2,11.05157173,3,2,1,5,1,5,5,5,1,5,4,4,1,5,2,5,5,5,4,2,5,5,5,1,5,5,5,1,5,1,5,1,5,5,5,4,5,1,5,1,5,1,5,1,5,1,1,5,5,5,5,5,5,2,5,5,1,1,1,2,5,3.4,5
6321,1,0,0, ,2,11.06805971,2,1,1,5,3,3,5,5,1,4,4,4,1,5,4,4,4,5,1,5,5,5,5,1,2,4,4,4,4,5,4,4,5,5,3,4,5,2,4,5,5,1,4,1,5,1,1,2,5,5,2,4,5,5,5,5,2,4,3,2,5,4.181818182,4.333333333
6321,4,0,0, ,2,11.06818934,2,4,1,4,2,4,1,5,4,4,5,5,1,4,4,4,4,4,2,4,5,2,5,1,2,4,5,1,4,1,4,2,5,4,3,5,5,1,5,1,5,1,5,4,3,5,4,4,5,5,5,5,2,4,5,2,2,4,3,1,5,3.727272727,4.777777778
6323,1,0,0, ,1,11.21578815,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6323,4,0,0, ,2,11.21107987,3,3,3,2,1,3,3,5,2,4,5,5,1,4,2,3,4,5,5,1,3,1,4,3,2,2,3,1,4,2,4,4,4,3,3,3,5,3,2,2,3,4,5,4,2,3,5,2,3,5,5,3,4,1,3,2,2,4,3,3,2,3.727272727,4.111111111
6325,1,1,0, ,2,11.34839151,1,4,3, ,1,3,4,4,1,4,5,5,2,5,4,3,4,3,2,4,3,3,4,3,4,3,4,4,4,3,3,3,4,4,4,4,5,2,2,5, ,2,2,4,2,2,3,3,3,4,2,4,5,4,3,2,2,2,2,2,4, , 
6325,4,1,0, ,2,11.34839151,1,3,2,2,1,2,1,5,1,2,4,4,1,3,2,4,4,3,1,5,2,5,3,3,3,2,3,2,4,1,3,4,4,4,2,3, ,1,4,4,2,1,4,5,1,5,1,2,4,5,4,5,5,5,3,1,4,3,4,3,5, , 
6333,1,0,0, ,2,11.14762599,2,5,3,4,2, ,5,5,2,3,5,4,1,4,2,5,4,4,4,2,2,3,2,4,4,3,4,3,2,3,1,3,2,5,3,3,4,2,4,3,4,1,3,2,4,1,3,3,3,5,3,4,4,2,2,4,3,2,3,3,5,2.272727273,4.444444444
6333,4,0,0, ,2,11.14771729,2,1,2,3,2,3,4,4,2,2,4,5,1,4,3,4,3,4,2,3,5,3,4,2,5,4,2,2,4,3,1,5,5,4,4,4,3,3,3,4,3,2,3,3,3,2,3,1,4,5,4,3,4,4,4,3,4,1,2,2,4,2.909090909,3.111111111
6349,1,0,0, ,2,11.20965973,2,5,2,5,3,3,3,4,3,3,4,4,2,4,3,3,3,5,4,3,3,3,4,4,3,4,3,2,3,3,4,3,4,4,3,4,4,3,3,3,3,3,4,3,5,3,3,3,4,4,4,3,3,2,2,3,3,3,3,2,3,3.181818182,4.444444444
6349,4,0,0, ,2,11.20960216,2,4,1,5,1,4,3,5,1,2,5,4,2,5,4,4,4,5,1,5,4,3,5,1,1,4,1,2,5,2,5,5,5,5,1,4,4,2,4,3,2,4,4,2,4,3,3,1,5,4,4,4,5,5,5,4,4,5,5,2,2,3.636363636,4.555555556
6365,1,0,0, ,1,11.63257247,2,4,4,2,1,5,4,5,4,1,3,5,1,2,5,2,2,3,4,5,5,5,2,1,5,5,4,1,2,2,1,1,4,2,1,5,5,1,5,2,5,3,5,5,4,2,1,5,2,5,5,5,2,2,5,1,5,1,5,1,3,2.727272727,2.444444444
6365,4,0,0, ,1,11.63256464,2,5,3,4,2,3,5,5,3,1,5,4,1,4,3,1,1,4,5,5,4,1,2,2,2,3,3,1,3,2,5,1,5,2,1,5,5,2,4,5,5,3,5,4,2,1,5,5,3,5,5,4,3,1,4,2,5,4,5,1,3,3.727272727,4.444444444
6367,1,1,0, ,2,11.40041068,3,3,2,5,1,3,5,4,2,3,4,3,2,5,5,4,3,4,1,4,4,5,4,2,3,4,3,2,5,2,5,3,4,5,3,5,4,3,4,2,4,5,5,1,5,1,1,3,4,4,4,3,4,5,4,5,3,3,3,1,1, , 
6367,4,1,0, ,1,11.40041068,3,5,3,3,2,4,4,2,5,3,5,4,1,3,5,4,4,4,4,4,4,1,4,4,3,4,4,2,3,4,4,4,3,2,3,5,4,4,2,2,5,1,4,2,4,2,5,2,3,5,4,2,1,2,2,4,3,3,3,1,5, , 
6371,4,0,0, ,1,11.83130415,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
6373,1,0,0, ,1,11.12313826,3,2,3,3,2,4,4,4,3,4,4,5,1,4,3,4,4,4,4,5,5,3,4, ,4,4,4,2,3,4,4,2,4,5,3,4,5,2,3,2,3,1,5,2,5,2,3,4,3,5,4,4,3,2, ,4,2,2,3,2,5,3.090909091,3.777777778
6373,4,0,0, ,2,11.1230477,3,5,4,3,2,4,2,5,4,2,4,4,1,4,5,4,3,3,3,4,5,1,3,4,3,3,3,2,4,5,2,4,4,3,2,4,5,3,2,4,4,4,4,3,3,4,5,2,2,5,4,3,2,3,2,3,4,3,4,2,2,3.363636364,4.666666667
6377,1,0,0, ,2,11.31476487,3,4,4,3,2,4,4,3,2,3,4,4,3,4,4,3,4,3,3,3,4,3,4,3,3,3,3,2,3,2,5,4,4,3,2,5,5,2,2,4,4,5,3,3,4,2,3,2,2,3,4,4,4,3,3,3,3,3,4,1,1,2.909090909,3.444444444
6377,4,0,0, ,1,11.31457373,3,5,4,5,4,4,3,5,3,2,5,5,1,5,4,5,4,5,1,5,5,1,3,1,1,5,3,2,4,4,5,3,4,4,2,2,4,3,3,2,5,2,4,3,4,3,5,3,2,5,4,3,3,5,5,3,4,5,4,4,4,3.636363636,4.111111111
6379,1,0,0, ,1,11.385208,3,2,2,3,2,4,2,2,1,4,5,4,2,4,2,4,2,4,5,2,5,4,4,3,2,4,5,5,3,5,5,3,3,4,2,2,4,3,2,3,4,4,3,4,4,4,2,3,4,4,1,3,5,1,3,2,2,4,4,4,2,3.454545455,3.555555556
6379,4,0,0, ,2,11.38810705,3,4,3,4,2,2, ,3,4,2,3,4,2,3,3,2,3,4,2,4,2,4,3,2,3,2,2,4,3,3,3,4,4,3,2,3,3,4,2,3,3,4,4,3,2, ,2,2,3,4,2,2,2,4,4,3,4,3,4,3,2,2.5,2.777777778
6383,1,0,0, ,1,11.16937606,3,3,1,5,1,5,5,5,2,5,5,5,1,5,2,5,5,5,2,3,5,3,5,1,4,5,5,1,5,1,3,3,5,5,5,5,5,1,5,3,5,1,5,1,1,1,3,3,5,5,5,5,4,4,5,5,1,2,1,1,5, , 
6383,4,0,0, ,2,11.16959921,3,5,3,5,1, ,4,5,4,4,5,3,1,4,5,4,4,5,3,5,5,5,4,2,3,4,3,3,3,4,4,5,5,5,3,4,4,2,3,1,5,5,4,3,5,2,1,1,3,5,3,4,2,3,4,3,2,3,3,2,1, , 
6395,1,0,0, ,2,11.06767226,3,4,3,5,2,4,3,3,3,4,4,4,3,5,4,5,4,3,1,4,5,1,3,2,4,4,3,3,3,3,5,2,4,5,3,4,4,4,5,4,4,4,4,3,5,3,5,4,3,3,3,2,3,5,4,3,2,2,3,2,2,3.909090909,4.555555556
6395,4,0,0, ,1,11.33559517,3,1,2,2,3,2,3,4,5,2,4,5,5,5,5,3,2,3,2,2,5,3,3,1,4,5,5,5,5,5,5,1,3,2,1,3,2,3,3,1,3,2,3,3,3,3,3,5,4,1,1,3,1,4,5,3,4,2,5,3,4,3.272727273,2.375
6401,1,0,0, ,2,11.03007703,3,4, , , , , , , , , ,5,1,5,3,4,4,5,1, ,5,1,5,1,4,4,5,1,5,1,4,2,5,5,3,4,5,2,4,4,4,4,5,4,5, ,5,4, ,5,5,4, ,5,5,2, ,2,3,2,2,2.181818182,4.222222222
6401,4,0,0, ,1,11.05685058,3,2,1,4,1,4,3,5,1,4,5,5,1,4,2,5,4,3,1,4,5,2,4,1,3,4,4,1,4,1,4,1,5,4,4,4,5,1,4,1,4,2,4,3,4,3,4,5,5,5,5,5,5,5,5,3,2,3,2,2,4,3.090909091,4.111111111
6407,1,0,0, ,1,11.05369886,3,4,5,3,1,3,4,4,4,2,5,5,4,4,5,4,4,4,2,4,2,3,4,5,4,2,4,2,2,5,4,4,3,3,4,5,5,3,4,5,3,4,5,4,2,2,3,2,1,2,4,3,2,4,1,2,4,2,2,1,2,4,4.222222222
6407,4,0,0, ,2,11.05369933,3,4,3,5,3,3,3,5,3,3,3,4,3,3,3,1,3,3,2,4,3,3,3,3,4,3,4,2,3,4,3,4,2,3,2,3,4,4,4,4,3,4,3,4,3,3,3,2,3,3,4,2,3,4,3,2,3,2,4,3,2,3.181818182,3.333333333
6413,1,0,0, ,2,11.15563611,1,4,2,3,1,4,2,3,1,3,4,4,3,3,4,3,3,4,3,4,3,2,4,3,3,3,3,3,3,3,4,3,3,4,3,3,4,4,3,3,4,3,4,3,4,4,4,3,4,3,3,2,5,3,3,3,3,3,3,3,3,3.181818182,3.444444444
6413,4,0,0, ,2,11.41289119,1,4,1,3,1,3,3,3,3,3,4,3,3,3,3,2,4,3,3,3,2,1,3,4,3,3,3,3,3,2,3,4,3,3,3,3,4,3,3,3,3,3,4,3,4,3,5,2,5,3,3,3,3,3,2,3,3,3,3,3,3,3.272727273,3.444444444
6419,1,0,0, ,2,11.0339703,3,4,2,3,1,4,3,5,3,2,4,5,3,4,4,5,4,4,1,3,4,2,5,1,2,3,5,1,2,3,4,4,5,4,3,3,4,3,4,4,3,3,5,4,3,3,4,2,4,3,5,3,3,5,5,2,4,4,3,3,3,3.7,4
6419,4,0,0, ,1,11.03528481,3,5,3,2,1,5,5,4,1,1,5,5,3,4,4,5,5,3,3,5,4,1,3,4,4,4,4,3,5,3,5,4,4,4,1,4,5,5,5,1,4,3,4,3,5,1,5,2,3,3,3,1,5,3,2,3,5,2,5,2,3,3.454545455,4.444444444
6425,1,1,0, ,2,11.41409993,3,4,3,4,2,5,4,4,4,4,4,4,2,4,5,4,4,4,4,4,4,3,4,3,4,4,3,4,4,4,5,3,4,4,3,5,5,4,4,3,4,3,5,4,4,2,3,3,3,4,2,2,2,2,3,2,2,2,3,1,3, , 
6425,4,1,0, ,1,11.41409993,3,4,3,4,2,5,3,3,3,4,5,4,3,5,3,4,5,3,2,3,3,3,4,3,3,4,4,2,3,3,4,1,3,4,3,4,3,2,4,3,5,1,4,2,5,3,3,5,3,3,4,4,3,4,3,4,2,3,3,2,5, , 
6435,1,0,0, ,1,10.95604358,2,3,2,4,3,5,3,4,3,5,4,4,2,4,3,3,3,5,3,4,4,3,4,3,3,4,4,2,4,2,3,2,4,4,5,3,4,3,4,2,3,4,4,3,5,3,3,4,4,4,4,3,3,3,3,3,1,3,1,3,2,3.454545455,4.444444444
6435,4,0,0, ,1,10.95614885,2,5,1,4,1,5,4,1,3,4,5,5,2,5,3,5,5,5,4,2,5,3,4,3,4,5,5,2,4,3,5,4,5,4,5,2,5,1,4,3,5,5,5,1,5,2,3,2,5,4,4,5,3,2,3,5,2,2,1,4,1,2.818181818,3.777777778
6437,1,0,0, ,2,11.14470083,3,4,2,5,2,4,3,4,3,4,3,4,2,4,2,5,4,4,3,4,3,2,3,3,4,4,4,1,5,4,3,4,4,4,4,4,4,3,4,3,3,2,4,3,3,3,4,2,4,4,5,3,3,3,3,3,2,2,2,2,4,2.454545455,3.555555556
