ifam,ID,zygosity,sex
ra0194,1,2,2
ra0194,4,2,2
ra0205,1,1,1
ra0205,4,1,1
ra0216,1,3,2
ra0216,4,3,1
ra0220,1,2,1
ra0220,4,2,1
ra0231,1,2,2
ra0231,4,2,2
ra0242,1,2,2
ra0242,4,2,2
ra0253,1,3,1
ra0253,4,3,2
ra0264,1,2,2
ra0264,4,2,2
ra0275,1,2,2
ra0275,4,2,2
ra0286,1,3,1
ra0286,4,3,2
ra0290,1,1,2
ra0290,4,1,2
ra0301,1,3,2
ra0301,4,3,1
ra0312,1,2,2
ra0312,4,2,2
ra0323,1,3,2
ra0323,4,3,1
ra0334,1,2,1
ra0334,4,2,1
ra0345,1,3,1
ra0345,4,3,2
ra0356,1,1,2
ra0356,4,1,2
ra0360,1,3,1
ra0360,4,3,2
ra0371,1,3,2
ra0371,4,3,1
ra0382,1,3,1
ra0382,4,3,2
ra0393,1,2,2
ra0393,4,2,2
ra0404,1,2,1
ra0404,4,2,1
ra0415,1,2,1
ra0415,4,2,1
ra0426,1,2,2
ra0426,4,2,2
ra0430,1,1,1
ra0430,4,1,1
ra0441,1,3,1
ra0441,4,3,2
ra0452,1,1,1
ra0452,4,1,1
ra0463,1,1,2
ra0463,4,1,2
ra0485,1,2,2
ra0485,4,2,2
ra0496,1,3,1
ra0496,4,3,2
ra0500,1,1,1
ra0500,4,1,1
ra0511,1,3,1
ra0511,4,3,2
ra0522,1,2,1
ra0522,4,2,1
ra0544,1,2,2
ra0544,4,2,2
ra0555,1,3,2
ra0555,4,3,1
ra0566,1,2,1
ra0566,4,2,1
ra0570,1,2,1
ra0570,4,2,1
ra0581,1,1,2
ra0581,4,1,2
ra0592,1,1,1
ra0592,4,1,1
ra0603,1,2,1
ra0603,4,2,1
ra0614,1,3,1
ra0614,4,3,2
ra0625,1,1,2
ra0625,4,1,2
ra0636,1,3,2
ra0636,4,3,1
ra0640,1,1,1
ra0640,4,1,1
ra0651,1,2,1
ra0651,4,2,1
ra0662,1,2,1
ra0662,4,2,1
ra0673,1,3,1
ra0673,4,3,2
ra0684,1,3,2
ra0684,4,3,1
ra0695,1,3,1
ra0695,4,3,2
ra0706,1,3,1
ra0706,4,3,2
ra0710,1,3,1
ra0710,4,3,2
ra0721,1,2,1
ra0721,4,2,1
ra0732,1,2,2
ra0732,4,2,2
ra0743,1,3,2
ra0743,4,3,1
ra0754,1,1,2
ra0754,4,1,2
ra0765,1,3,1
ra0765,4,3,2
ra0776,1,3,1
ra0776,4,3,2
ra0780,1,3,1
ra0780,4,3,2
ra0791,1,1,1
ra0791,4,1,1
ra0802,1,2,1
ra0802,4,2,1
ra0813,1,1,1
ra0813,4,1,1
ra0824,1,2,2
ra0824,4,2,2
ra0835,1,3,2
ra0835,4,3,1
ra0846,1,2,1
ra0846,4,2,1
ra0850,1,3,2
ra0850,4,3,1
ra0861,1,2,2
ra0861,4,2,2
ra0872,1,3,2
ra0872,4,3,1
ra0883,1,2,1
ra0883,4,2,1
ra0894,1,2,1
ra0894,4,2,1
ra0905,1,1,1
ra0905,4,1,1
ra0916,1,1,1
ra0916,4,1,1
ra0920,1,1,1
ra0920,4,1,1
ra0931,1,1,2
ra0931,4,1,2
ra0942,1,3,1
ra0942,4,3,2
ra0964,1,2,2
ra0964,4,2,2
ra0975,1,1,1
ra0975,4,1,1
ra0986,1,3,2
ra0986,4,3,1
ra0990,1,3,1
ra0990,4,3,2
rd1001,1,2,2
rd1001,4,2,2
rd1012,1,3,1
rd1012,4,3,2
rd1023,1,1,1
rd1023,4,1,1
rd1034,1,3,2
rd1034,4,3,1
rd1045,1,1,1
rd1045,4,1,1
rd1056,1,3,2
rd1056,4,3,1
rd1060,1,2,2
rd1060,4,2,2
rd1071,1,3,1
rd1071,4,3,2
rd1082,1,2,2
rd1082,4,2,2
rd1093,1,2,2
rd1093,4,2,2
rd1115,1,1,1
rd1115,4,1,1
rd1126,1,3,2
rd1126,4,3,1
rd1130,1,1,1
rd1130,4,1,1
rd1141,1,3,1
rd1141,4,3,2
rd1152,1,2,1
rd1152,4,2,1
rd1163,1,2,1
rd1163,4,2,1
rd1174,1,1,1
rd1174,4,1,1
rd1185,1,3,2
rd1185,4,3,1
rd1196,1,3,2
rd1196,4,3,1
rd1200,1,3,1
rd1200,4,3,2
rd1211,1,2,1
rd1211,4,2,1
rd1222,1,3,2
rd1222,4,3,1
rd1233,1,2,2
rd1233,4,2,2
rd1244,1,2,1
rd1244,4,2,1
rd1255,1,3,1
rd1255,4,3,2
rd1266,1,3,1
rd1266,4,3,2
rd1270,1,3,1
rd1270,4,3,2
rd1281,1,1,1
rd1281,4,1,1
rd1292,1,3,1
rd1292,4,3,2
rd1303,1,2,1
rd1303,4,2,1
rd1314,1,1,2
rd1314,4,1,2
rd1325,1,3,1
rd1325,4,3,2
rd1336,1,2,1
rd1336,4,2,1
rd1340,1,3,2
rd1340,4,3,1
rd1351,1,1,1
rd1351,4,1,1
rd1362,1,2,1
rd1362,4,2,1
rd1373,1,1,1
rd1373,4,1,1
rd1384,1,2,1
rd1384,4,2,1
rd1395,1,2,2
rd1395,4,2,2
rd1406,1,1,1
rd1406,4,1,1
rd1410,1,2,1
rd1410,4,2,1
rd1421,1,2,2
rd1421,4,2,2
rd1432,1,2,1
rd1432,4,2,1
rd1443,1,1,1
rd1443,4,1,1
rd1454,1,3,2
rd1454,4,3,1
rd1465,1,3,1
rd1465,4,3,2
rd1476,1,1,2
rd1476,4,1,2
rd1480,1,3,2
rd1480,4,3,1
rd1491,1,2,2
rd1491,4,2,2
rd1502,1,2,1
rd1502,4,2,1
rd1513,1,2,1
rd1513,4,2,1
rd1524,1,3,1
rd1524,4,3,2
rd1535,1,2,1
rd1535,4,2,1
rd1546,1,2,1
rd1546,4,2,1
rd1550,1,1,2
rd1550,4,1,2
rd1561,1,2,1
rd1561,4,2,1
rd1572,1,1,2
rd1572,4,1,2
rd1583,1,3,1
rd1583,4,3,2
rd1594,1,3,2
rd1594,4,3,1
rd1605,1,1,2
rd1605,4,1,2
rd1616,1,1,2
rd1616,4,1,2
rd1620,1,3,1
rd1620,4,3,2
rd1631,1,2,1
rd1631,4,2,1
rd1642,1,3,2
rd1642,4,3,1
rd1664,1,2,2
rd1664,4,2,2
rd1675,1,2,2
rd1675,4,2,2
rd1686,1,3,2
rd1686,4,3,1
rd1690,1,2,1
rd1690,4,2,1
rd1701,1,2,1
rd1701,4,2,1
rd1712,1,2,2
rd1712,4,2,2
rd1723,1,2,2
rd1723,4,2,2
rd1734,1,2,1
rd1734,4,2,1
rd1745,1,2,2
rd1745,4,2,2
rd1756,1,2,1
rd1756,4,2,1
rd1760,1,3,1
rd1760,4,3,2
rd1771,1,3,2
rd1771,4,3,1
rd1782,1,2,1
rd1782,4,2,1
rd1793,1,1,1
rd1793,4,1,1
rd1804,1,2,1
rd1804,4,2,1
rd1815,1,2,2
rd1815,4,2,2
rd1826,1,2,2
rd1826,4,2,2
rd1830,1,3,1
rd1830,4,3,2
rd1841,1,2,2
rd1841,4,2,2
rd1852,1,3,1
rd1852,4,3,2
rd1863,1,3,2
rd1863,4,3,1
rd1874,1,1,2
rd1874,4,1,2
rd1885,1,3,2
rd1885,4,3,1
rd1896,1,3,1
rd1896,4,3,2
rd1900,1,1,2
rd1900,4,1,2
rd1911,1,3,2
rd1911,4,3,1
rd1922,1,3,2
rd1922,4,3,1
rd1933,1,2,1
rd1933,4,2,1
rd1944,1,2,1
rd1944,4,2,1
rd1955,1,1,2
rd1955,4,1,2
rd1966,1,1,1
rd1966,4,1,1
rd1970,1,2,1
rd1970,4,2,1
rd1981,1,3,1
rd1981,4,3,2
rd1992,1,2,1
rd1992,4,2,1
rf2003,1,2,1
rf2003,4,2,1
rf2014,1,1,2
rf2014,4,1,2
rf2025,1,1,2
rf2025,4,1,2
rf2036,1,3,1
rf2036,4,3,2
rf2040,1,2,2
rf2040,4,2,2
rf2051,1,2,1
rf2051,4,2,1
rf2062,1,3,1
rf2062,4,3,2
rf2073,1,1,1
rf2073,4,1,1
rf2084,1,3,1
rf2084,4,3,2
rf2095,1,3,1
rf2095,4,3,2
rf2106,1,3,1
rf2106,4,3,2
rf2110,1,3,2
rf2110,4,3,1
rf2121,1,3,1
rf2121,4,3,2
rf2132,1,1,1
rf2132,4,1,1
rf2143,1,3,1
rf2143,4,3,2
rf2154,1,3,2
rf2154,4,3,1
rf2165,1,2,1
rf2165,4,2,1
rf2176,1,3,2
rf2176,4,3,1
rf2180,1,2,1
rf2180,4,2,1
rf2191,1,3,2
rf2191,4,3,1
rf2202,1,2,2
rf2202,4,2,2
rf2213,1,2,1
rf2213,4,2,1
rf2224,1,3,2
rf2224,4,3,1
rf2235,1,3,1
rf2235,4,3,2
rf2246,1,3,1
rf2246,4,3,2
rf2250,1,1,1
rf2250,4,1,1
rf2261,1,2,2
rf2261,4,2,2
rf2272,1,2,2
rf2272,4,2,2
rf2283,1,2,1
rf2283,4,2,1
rf2294,1,2,2
rf2294,4,2,2
rf2305,1,2,2
rf2305,4,2,2
rf2316,1,3,2
rf2316,4,3,1
rf2320,1,1,1
rf2320,4,1,1
rf2331,1,2,2
rf2331,4,2,2
rf2342,1,2,1
rf2342,4,2,1
rf2353,1,1,1
rf2353,4,1,1
rf2364,1,3,1
rf2364,4,3,2
rf2375,1,1,2
rf2375,4,1,2
rf2386,1,3,1
rf2386,4,3,2
rf2390,1,1,1
rf2390,4,1,1
rf2401,1,3,1
rf2401,4,3,2
rf2412,1,3,2
rf2412,4,3,1
rf2423,1,2,1
rf2423,4,2,1
rf2434,1,2,1
rf2434,4,2,1
rf2445,1,2,2
rf2445,4,2,2
rf2456,1,3,1
rf2456,4,3,2
rf2460,1,3,1
rf2460,4,3,2
rf2471,1,3,2
rf2471,4,3,1
rf2482,1,2,1
rf2482,4,2,1
rf2493,1,2,2
rf2493,4,2,2
rf2504,1,3,1
rf2504,4,3,2
rf2515,1,2,1
rf2515,4,2,1
rf2526,1,1,1
rf2526,4,1,1
rf2530,1,2,2
rf2530,4,2,2
rf2541,1,3,2
rf2541,4,3,1
rf2552,1,2,2
rf2552,4,2,2
rf2563,1,2,2
rf2563,4,2,2
rf2574,1,3,2
rf2574,4,3,1
rf2585,1,1,2
rf2585,4,1,2
rf2596,1,1,2
rf2596,4,1,2
rf2600,1,2,2
rf2600,4,2,2
rf2611,1,1,2
rf2611,4,1,2
rf2622,1,3,1
rf2622,4,3,2
rf2633,1,2,1
rf2633,4,2,1
rf2644,1,2,2
rf2644,4,2,2
rf2655,1,1,1
rf2655,4,1,1
rf2666,1,2,1
rf2666,4,2,1
rf2670,1,2,2
rf2670,4,2,2
rf2681,1,2,2
rf2681,4,2,2
rf2692,1,3,2
rf2692,4,3,1
rf2703,1,2,2
rf2703,4,2,2
rf2714,1,3,2
rf2714,4,3,1
rf2725,1,2,1
rf2725,4,2,1
rf2736,1,2,1
rf2736,4,2,1
rf2740,1,3,1
rf2740,4,3,2
rf2751,1,1,1
rf2751,4,1,1
rf2762,1,1,2
rf2762,4,1,2
rf2773,1,3,1
rf2773,4,3,2
rf2784,1,3,2
rf2784,4,3,1
rf2795,1, ,1
rf2795,4, ,1
rf2806,1,1,1
rf2806,4,1,1
rf2810,1, ,1
rf2810,4, ,1
rf2821,1,2,1
rf2821,4,2,1
rf2832,1,3,1
rf2832,4,3,2
rf2843,1,2,2
rf2843,4,2,2
rf2865,1,3,2
rf2865,4,3,1
rf2876,1,2,1
rf2876,4,2,1
rf2880,1,1,2
rf2880,4,1,2
rf2891,1, ,2
rf2891,4, ,2
rf2902,1, ,2
rf2902,4, ,2
rf2913,1,2,1
rf2913,4,2,1
rf2924,1,2,1
rf2924,4,2,1
rf2935,1,2,1
rf2935,4,2,1
rf2946,1,2,2
rf2946,4,2,2
rf2950,1,3,2
rf2950,4,3,1
rf2961,1,2,1
rf2961,4,2,1
rf2972,1, ,2
rf2972,4, ,2
rf2983,1,2,2
rf2983,4,2,2
rf2994,1,2,2
rf2994,4,2,2
ri3005,1,1,2
ri3005,4,1,2
ri3016,1,3,1
ri3016,4,3,2
ri3020,1,3,2
ri3020,4,3,1
ri3031,1,3,1
ri3031,4,3,2
ri3042,1,1,2
ri3042,4,1,2
ri3053,1,2,2
ri3053,4,2,2
ri3064,1,2,2
ri3064,4,2,2
ri3075,1,1,2
ri3075,4,1,2
ri3086,1,2,1
ri3086,4,2,1
ri3090,1,3,1
ri3090,4,3,2
ri3101,1,3,2
ri3101,4,3,1
ri3112,1,2,2
ri3112,4,2,2
ri3123,1,3,1
ri3123,4,3,2
ri3134,1,1,2
ri3134,4,1,2
ri3145,1,2,2
ri3145,4,2,2
ri3156,1,1,2
ri3156,4,1,2
ri3160,1,3,1
ri3160,4,3,2
ri3171,1, ,1
ri3171,4, ,1
ri3182,1,2,1
ri3182,4,2,1
ri3193,1,1,1
ri3193,4,1,1
ri3204,1,3,2
ri3204,4,3,1
ri3215,1,3,1
ri3215,4,3,2
ri3226,1,1,1
ri3226,4,1,1
ri3230,1,2,1
ri3230,4,2,1
ri3241,1,1,1
ri3241,4,1,1
ri3252,1,3,1
ri3252,4,3,2
ri3263,1,2,2
ri3263,4,2,2
ri3274,1, ,1
ri3274,4, ,1
ri3285,1,1,1
ri3285,4,1,1
ri3296,1, ,1
ri3296,4, ,1
ri3300,1,2,1
ri3300,4,2,1
ri3311,1, ,2
ri3311,4, ,2
ri3322,1,2,1
ri3322,4,2,1
ri3333,1,2,2
ri3333,4,2,2
ri3344,1,3,1
ri3344,4,3,2
ri3355,1,2,1
ri3355,4,2,1
ri3370,1,3,2
ri3370,4,3,1
ri3381,1, ,1
ri3381,4, ,1
ri3392,1,1,1
ri3392,4,1,1
ri3403,1,1,2
ri3403,4,1,2
ri3414,1,3,2
ri3414,4,3,1
ri3425,1,3,1
ri3425,4,3,2
ri3436,1, ,2
ri3436,4, ,2
tw9912,1, ,2
tw9912,4, ,2
bd10003,1,2,1
bd10003,4,2,1
bd10014,1,2,1
bd10014,4,2,1
bd10025,1,2,1
bd10025,4,2,1
bd10036,1,1,1
bd10036,4,1,1
bd10040,1,2,1
bd10040,4,2,1
bd10051,1,3,1
bd10051,4,3,2
bd10062,1,3,1
bd10062,4,3,2
bd10073,1,1,2
bd10073,4,1,2
bd10084,1,1,2
bd10084,4,1,2
bd10095,1,2,2
bd10095,4,2,2
bd10106,1,3,2
bd10106,4,3,1
bd10110,1,2,1
bd10110,4,2,1
bd10121,1,1,2
bd10121,4,1,2
bd10132,1,3,1
bd10132,4,3,2
bd10143,1,3,1
bd10143,4,3,2
bd10154,1,2,2
bd10154,4,2,2
bd10176,1,2,2
bd10176,4,2,2
bd10180,1,2,1
bd10180,4,2,1
bd10213,1,2,1
bd10213,4,2,1
bd10246,1,2,1
bd10246,4,2,1
bd10250,1,2,1
bd10250,4,2,1
bd10261,1,1,2
bd10261,4,1,2
bd10272,1,3,1
bd10272,4,3,2
bd10283,1,3,2
bd10283,4,3,1
bd10294,1,1,2
bd10294,4,1,2
bd10305,1,2,2
bd10305,4,2,2
bd10316,1,2,1
bd10316,4,2,1
bd10320,1,2,2
bd10320,4,2,2
bd10331,1,3,2
bd10331,4,3,1
bd10342,1,3,1
bd10342,4,3,2
bd10353,1,3,1
bd10353,4,3,2
bd10364,1,3,2
bd10364,4,3,1
bd10375,1,2,1
bd10375,4,2,1
bd10386,1,3,2
bd10386,4,3,1
bd10390,1,2,1
bd10390,4,2,1
bd10401,1,2,1
bd10401,4,2,1
bd10412,1,3,1
bd10412,4,3,2
bd10423,1,2,2
bd10423,4,2,2
bd10434,1,2,2
bd10434,4,2,2
bd10445,1,1,2
bd10445,4,1,2
bd10456,1,2,1
bd10456,4,2,1
bd10460,1,2,1
bd10460,4,2,1
bd10471,1,1,2
bd10471,4,1,2
bd10482,1,2,1
bd10482,4,2,1
bd10493,1,1,1
bd10493,4,1,1
bd10504,1,3,1
bd10504,4,3,2
bd10515,1,2,1
bd10515,4,2,1
bd10526,1,2,1
bd10526,4,2,1
bd10530,1,2,1
bd10530,4,2,1
bd10541,1,2,1
bd10541,4,2,1
bd10563,1,2,2
bd10563,4,2,2
bd10574,1,2,2
bd10574,4,2,2
bd10585,1,2,2
bd10585,4,2,2
bd10596,1,3,1
bd10596,4,3,2
bd10600,1,1,1
bd10600,4,1,1
bd10611,1,3,1
bd10611,4,3,2
bd10622,1,1,1
bd10622,4,1,1
bd10633,1,1,2
bd10633,4,1,2
bd10644,1,1,1
bd10644,4,1,1
bd10655,1,2,1
bd10655,4,2,1
bd10666,1,2,1
bd10666,4,2,1
bd10670,1, ,1
bd10670,4, ,2
