ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
6459,1,0,0, ,1,2,3,3,4,2,3,2,4,3,4,3,4,5,4,5,4,5,4,5,4,5,5,4,5,4,5,4,5,4,5,4,4,5,4,5,4,5,4,5,4,5,4,5,4,5,2.818181818,3.555555556
6459,4,0,0, ,1,2,5,3,5,1,4,3,5,4,5,5,5,3,5,1,5,2,3,2,2,5,1,4,1,5,5,5,4,4,4,2,1,4,5,5,1,4,3,4,5,4,1,5,2,3,1.090909091,4.444444444
6469,1,2,0, ,1,1,3,3,3,1,4,3,2,2,4,4,3,2,4,3,3,3,3,4,2,4,2,3,4,5,2,3,1,3, ,3,3,3,3,4,4,4,4,4,3,4,4,4,4,2,3.5,4.555555556
6469,4,2,0, ,1,1,3,4,4,2,3,3,4,4,4,3,4,3,4,2,3,3,4,2,2,4,4,4,2,4,3,4,2,4,2,4,4,4,4,3,4,4,2,4,3,4,4,5,4,2,3.4,4
6471,1,0,0, ,2,2,3,2,4,1,4,5,4,3,3,4,4,1,5,2,4,3,4,1,2,4,5,4,3,4,4,3,3,5,2,5,4,4,4,3,3,4,3,5,4,4,1,4,3,4,3.727272727,4.333333333
6471,4,0,0, ,2,2,5,4,4,3,1,4,3,4,4,4,4,3,4,1,3,4,3,4,2,4,1,2,4,4,2,5,4,4,4,2,1,2,4,4,4,4,4,2,4,2,4,4,3,2,2.545454545,3.666666667
6479,1,0,0, ,1,3,3,3,3,2,5,3,3,1,5,5,1,2,3,4,5,4,2,2,4,5,4,4,5,5,5,5,4,3,4,1,3,2,5,5,4,4,4,5,4,5,2,5,5,1,2.636363636,4
6479,4,0,0, ,2,3,4,3,3,1,5,3,5,4,1,5,5,2,4,5,3,5,5,1,5,2,3,3,3,2,5,2,4,2,2,4,4,4,4,1,3,4,4,5,4,4,1,1,5,5,3.181818182,4.222222222
6483,1,0,0, ,2,1,4,3,4,1,5,2,4,3,2,4,5,3,5,4,4,5,3,4,4,4,1,5,3,1,4,3,1,4,1,4,1,4,4,1,5,5,3,2,4,4,2,5,4,5,4,4.222222222
6483,4,0,0, ,2,1,5,4,3,2,3,2,5,5,3,5,5,4,5,1,3,5,3,5,2,4,1,5,3,3,3,4,2,3,4,3,2,4,4,4,3,4,4,4,4,2,3,4,3,4,3.090909091,4.333333333
6485,1,0,0, ,2,3,3,2,5,1,3,4,4,2,4,4,4,1,5,3,3,3,4,2,5,4,4,4,2,2,3,4,1,5,3,4,3,4,4,3,3,5,2,4,3,3,3,4,2,4,3,3.666666667
6485,4,0,0, ,1,3,2,2,3,1,3,4,5,3,4,3,4,1,5,4,3,4,4,3,2,3,3,4,2,5,3,3,1,3,2,3,2,4,3,4,3,5,2,3,1,4,3,5,3,2,3.090909091,3.444444444
6491,1,2,0, ,2,2,4,2,3, ,3,1,4,5,3,4,5,1,4,3,5,3,4,5,3,5,2,3,4,1,3,1,1,3,1,5,5,4,3,2,3,5,3,2,1,3,5,4,3,2,3.333333333,4.111111111
6491,4,2,0, ,2,2,5,1,4,3,4,1,4,3,5,5,5,1,5,1,5, ,5,1,3,4,1,4,1,3,1,5,1,4,3,1,5,4,4,4,1,1,4,4,1,4,3,4,1,4,3.727272727,4.555555556
6493,1,0,0, ,1,2,2,1,4,1,4,5,5,4,4,4,4,3,5,2,4,2,2,1,2,2,2,4,4,2,4,4,4,5,4,3,4,1,4,4,4,4,4,3,5,4,2,4,2,2,2.545454545,3.555555556
6493,4,0,0, ,1,2,2,3,3,2,2,3,3,4,3,4,4,2,3,3,4,4,2,2,3,3,3,4,3,4,3,3,3,4,3,2,4,4,4,3,2,4,4,2,2,4,4,4,3,2,3,4.555555556
6497,1,0,0, ,2,2,5,5,4,2,3,1,4,4,2,4,4,5,3,4,3,4,2,3,4,4,2,3,4,2,3,5,5,5,5,2,4,4,3,3,2,4,5,4,5,3,5,4,4,2,3,3.888888889
6497,4,0,0, ,2,2,4,5,5,2,4,3,5,2,4,5,4,1,5,5,4,4,5,5,5,4,2,5,4,1,3,4,2,4,4,3,4,5,4,2,3,5,3,3,4,3,5,4,5,2,4.090909091,4.444444444
6505,1,0,0, ,1,2,4,2,4,1,4,3,4,4,4,4,5,2,4,3,5,4,4,3,3,5,2,4,3,3,5,5,1,4,1,4,2,4,4,4,4,5, ,4,4,3,2,4,4,1,3.454545455,4.222222222
6507,1,0,0, ,1,2,3,2,5,1,5,4,5,5,4,5,4,1,5,4,5,3,4,4,2,4,3,4,3,4,4,4,2,5,4,2,4,5,4,5,4,5,4,4,2,4,2,5,2,1,3.181818182,4.111111111
6507,4,0,0, ,1,2,4,3,4,3,3,3,4,4,2,5,4,2,4,5,4,4,3,2,4,5,3,4,3,2,3,3,4,3,4,4,4,4,4,3,3,5,4,3,4,4,4,3,3,4,4.272727273,4.333333333
6517,1,0,0, ,2,2,4,5,5,1,4,4,4,2,3,5,4,4,5,5,4,4,2,1,2,3,3,3,3,4,4,5,4,4,4,3,4,3,4,4,4,4,4,4,4,3,3,3,2,2,3.454545455,4
6517,4,0,0, ,2,2,5,2,4,2,5,4,5,4,4,5,5,3,5,3,4,4,4,4,4,5,1,5,4,4,4,5,2,4,4,5,1,5,5,4,3,5,3,4,5,5,5,4,4,3,3.727272727,4.555555556
6519,1,0,0, ,1,2,4,2,5,1,2, ,4,1,2,5,5,1,4,5,4,4,3,2,5,5,2,5,3,5,4,5,1,4,2,5,5,4,5,2,5,5,3,5,5,5,1,4,1,5,3.3,4.222222222
6519,4,0,0, ,1,2,4,4,5,1,5,4,4,4,3,5,4,1,5,5,5,4,3,2,4,4,3,4,4,5,5,5,2,5,1,3,4,4,5,3,5,5,1,4,1,5,5,3,4,1,1.545454545,4.111111111
6523,1,0,0, ,2,3,3,2,3,2,1,3,3,1,4,2,4,3,4,5,4,3,3,4,4,3,5,3,3,2,2,4,2,3,3,3,5,5,4,4,4,4,3,3,4,2,4,3,2,3,2.909090909,3
6523,4,0,0, ,1,3,4,3,3,3,5,3,3,5,4,5,5,3,5,4,5,4,3,4,4,5,3,4,4,3,5,4,4,3,5,5,4,3,3,2,4,3,4,3,2,5,3,3,4,5,3.7,4
6525,1,0,0, ,1,2,4,1,4,1,5,4,5,4,4,5,4,1,4,4,5,3,5,3,3,5,2,5,1,2,5,2,1,4,1,5,2,5,5,4,2,5,1,3,2,3,1,4,2,5,4.272727273,4.444444444
6525,4,0,0, ,1,2,2,2,4,2,3,4,4,2,2,4,4,1,4,4,4,3,5,2,4,4,4,4,3,3,4,3,1,4,1,3,3,4,4,2,3,5,1,4,1,3,4,4,2,2,3.636363636,4
6531,1,0,0, ,2,2,5,2,5,1,5,4,5,5,5,5,5,1,5,4,4,3,5,4,3,5,3,4,5,1,4,5,1,5,4,5,5,5,5,3,3,5,1,4,2,5,5,4,2,3,4.454545455,4.111111111
6531,4,0,0, ,2,2,2,3,5,3,5,3,5,4,2,5,3,2,5,5,4,3,3,1,5,5,4,4,1,3,4,5,3,5,4,5,4,4,5,1,3,4,2,4,4,5,1,4,2,4,3.545454545,4
6535,1,0,0, ,1,2,3,4,5,1,4,5,3,2,4,5,2,1,4,3,5,3,2,1,2,3,4,2,2,4,4,4,4,5,3,4,4,4,5,4,4,4,3,4,2,4,4,3,1,3,2.818181818,3.444444444
6535,4,0,0, ,1,2,4,5,5,1,4,4,4,2,3,5,3,1,5,4,5,3,5,3,4,5,3,3,3,4,5,3,3,5,2,4,4,4,5,3,3,3,1,4,2,5,4,3,2,3,3.363636364,4.333333333
6539,1,0,0, ,2,3,4,3,3,1,3,3,2,4,3,5,4,1,4,4,4,3,5,4,2,5,1,5,4,4,3,5,1,2,2,5,1,4,3,2,4,5,1,3,2,5,4,4,2,4,3.909090909,4
6539,4,0,0, ,1,3,4,1,5,1,3,3,4,2,5,3,5,1,5,2,4,3,3,1,1,4,2,4,1,5,3,5,1,5,3,2,1,4,5,5,4,5,1,3,1,2,1,4,1,1,2.363636364,3.666666667
6547,1,0,0, ,2,2,3,2,3,1,3,4,5,1,5,3,3,1,4,3,4,3,4,1,5,4,3,4,2,4,3,2,2,3,3,1,5,5,4,3,2,5,3,2,2,3,3,5,2,3,3.818181818,4.111111111
6547,4,0,0, ,2,2,3,4,3,2,4,5,3,2,1,5,3,2,5,4,4,3,2,3,4,5,5,3,4,2,4,5,4,2,4,3,4,4,3,2,4,4,2,3,4,5,2,3,4,3,3.1,3.714285714
6559,1,0,0, ,2,3,3,3,3,3,4,5,4,4,3,4,4,1,5,3,4,3,5,4,5,4,4,5,4,3,4,4,4,3,4,5,4,5,4,3,4,4,3,4,2,4,5,5,4,5,4.090909091,5
6559,4,0,0, ,1,3,4,3,2,4,4,2,4,3,2,4,4,2,2,4,5,4,4,3,4,4,2,4,4,2,4,3,4,3,4,4,4,4,4,2,3,3,2,3,4,4,4,3,4,2,3.363636364,3.111111111
6561,1,0,0, ,2,3,4,2,5,4,4,5,4,4,2,5,5,1,5,5,4,5,5,1,5,5,4,4,2,3,4,3,3,4,3,4,4,4,3,2,1,3,3,4,3,3,4,3,2,4,3.909090909,3.888888889
6561,4,0,0, ,1,3,3,1,5,1,4,5,4,2,2,5,2,1,4,5,4,3,4,1,5,5,5,5,4,2,5,4,2,5,1,5,5,5,5,1,1,4,2,4,3,5,2,4,3,4,3.363636364,4.333333333
6563,1,0,0, ,2,2,2,2,5,1,3,5,5,2,3,4,4,1,5,2,4,4,5,1,4,4,5,5,1,2,3,2,1,4,2,5,5,5,5,3,4,5,4,4,2,3,2,4,3,5,3.818181818,4.333333333
6563,4,0,0, ,2,2,4,4,5,2,3,4,3,2,3,5,5,1,5,5,3,3,5,5,5,4,2,4,5,3,5,5,5,5,5,5,4,4,3,3,4,4,4,2,4,4,4,4,4,2,4,4.444444444
6571,1,0,0, ,2,1,3,2,2,3,3,3,3,4,2,5,5,2,4,4,2,4,3,4,3,4,2,4,4,2,4,4,4,3,4,5,4,3,3,3,4,4,2,3,3,4,2,4,4,4,3.909090909,3.666666667
6571,4,0,0, ,2,1,2,2,4,1,3,2,3,4,2,5,4,1,3,4,4,2,4,5,3,5,3,4,4,3,4,3,3,3,4,5,4,3,4,3,4,4,4,2,1,4,1,3,4,5,3.272727273,4.111111111
6573,1,2,0, ,1,2,4,1,4,1,4,4,4,4,4,5,5,2,3,1,4,3,5,1,2,5,2,3,1,3,5,4,2,5,3,4,1,4,4,4,5,3,1,5,2,3,4,5,1,4,3.555555556,4.111111111
6573,4,2,0, ,1,2,5,3,4,2,5, ,4,5,5,5,5,1,4,3,4,5,2,1,4, , ,5,2,3,5,5,2,4,4,5,1,4,5,4,2,5,4,5,4,5,1,4,1,5,3,4.111111111
6585,1,0,0, ,1,1,3,1,4,1,4,5,4,2,4,3,3,1,4,5,4,3,5,3,4,5,4,4,3,3,3,2,1,5,2,3,4,4,3,3,3,4,2,3,2,3,3,4,2,3,3.363636364,4
6585,4,0,0, ,1,1,4,1,4,1,3,4,4,3,4,4,5,1,5,4,4,4,4,3,3,4,4,4,2,4,3,4,1,5,2,4,4,4,4,4,3,5,2,3,2,4,2,4,2,1,3.272727273,3.555555556
6587,1,0,0, ,2,2,3,3,3,5,3,2,4,3,2,5,3,4,5,5,3,3,1,3,4,3,4,2,4,1,4,5,5,3,5,4,3,3,3,3,3,2,5,2,5,4,3,3,4,4,2.909090909,4.444444444
6587,4,0,0, ,2,2,5,3,3,1,4,2,4,4,4,5,5,3,5,3,3,2,2,5,3,4,2,4,3,4,5,5,2,3,2,4,2,4,4,4,1,4,4,3,3,4,2,3,2,5,3.181818182,4.222222222
6593,1,0,0, ,2,2,4,2,3,1,5,4,5,1,4,4,3,1,5,4,2,4,5,1,5,4,5,5,5,1,3,4,1,4,2,1,4,5,5,4,2,5,1,3,4,3,3,4,2,4,3.454545455,4
6593,4,0,0, ,2,2,5,4,2,3,5,5,3,4,1,5,3,1,4,5,4,3,2,5,5,5,4,5,4,4,3,2,4,2,4,4,5,5,5,5,2,3,4,4,5,4,3,4,2,4,3.636363636,3.888888889
6601,1,0,0, ,2,3,5,1,5,1,4,2,5,4,4,5,5,1,5,3,4,4,3,1,4,5,1,4,2,2,4,5,1,5,1,4,3,4,4,4,3,5,2,5,4,4,3,5,3,3,4.727272727,5
6601,4,0,0, ,1,3,5,2,5,1,5,5,4,3,4,4,5,1,4,5,4,4,2,1,4,4,1,4,1,3,4,5,4,5,3,4,3,4,4,5,4,5,3,4,4,4,2,3,3,4,3,3.888888889
6605,1,0,0, ,1,1,3,1,5,1,5,5,5,1,4,5,5,1,5,2,5,5,5,1,3,5,3,3,1,3,5,4,1,4,3,5,4,4,5,2,4,5,1,5,3,5,1,4,1,4,3.454545455,3.666666667
6611,1,0,0, ,2,2,5,3,3,1,4,4,4,3,3,5,4,3,4,2,4,3,3,3,2,5,2,5,4,5,5,4,2,3,2,4,3,4,3,4,4,4,2,2,3,5,4,3,3,3,3.545454545,4.333333333
6611,4,0,0, ,2,2,4,1,3,1,5,2,4,2,4,5,4,1,5,4,3,3,4,3,2,4,3,5,2,4,4,3,2,3,2,5,4,4,5,4,1,4,2,4,2,4,5,5,4,4,3.909090909,4.555555556
6615,1,0,0, ,1,2,3,4,4,3,3,4,4,3,3,3,4,2,4,4,3,2,3,3,3,4,5,3,3,4,3,3,3,3,2,3,4,4,3,3,3,4,4,3,3,3,3,3,3,2,3,3.222222222
6615,4,0,0, ,1,2,4,2,5,1,5,3,5,1,5,5,4,1,5,2,5,3,4,1,4,4,3,5,2,3,5,4,1,5,3,4,4,5,5,5,3,5,1,4,3,4,2,4,2,4,2.727272727,4.444444444
6625,1,0,0, ,2,2,5,2,3,1,4,3,3,4,2,5,5,2,5,1,5,5,4,4,3,5,2,4,4,3,3,3,4,2,1,5,4,5,4,4,1,5,2,3,1,4,1,4,4,5,2.909090909,3.888888889
6625,4,0,0, ,2,2,1,1,3,2,3,4,5,2,3,5,3,2,5,3,3,2,3,2,2,5,5,3,4,4,3,4,4,4,1,5,5,5,3,3,2,3,2,5,4,5,1,2,5,4,2,4.111111111
6633,1,2,0, ,1,2,3,1,3,1,2,3,4,3,3,3,4,2,5,2,3,3,4,3.5,2.5,2.5,4,5,2,3.5,2,4,3,4,3,4,3,4,4,3,2,5,2,4,2,3.5,2,3.5,2,1,3.05,4
6633,4,2,0, ,1,2,4,2,5,4,5,1,4,5,4,5,5,1,4,3,2,5,5, ,1,5,4,5,1,3,5,4,3,5,5,3,4,5,3,5,2,5,4,4,5,2,1,5,3,1,3.090909091,3.888888889
6647,1,0,0, ,1,1,2,2,3,3,2,3,5,4,4,5,4,1,4,4,3,4,4,1,5,2,4,4,2,3,4,5,3,5,3,4,3,5,5,4,3,5,5,4,4,3,3,3,4,2,2.727272727,2.571428571
6647,4,0,0, ,1,1,3,1,4,1,4,3,5,2,3,4,5,1,4,3,4,4,5,2,4,5,3,4,1,4,5,5,2,5,2,4,3,5,5,2,4,5,1,2,3,4,2,5,1,3,2.909090909,3.333333333
6655,4,0,0, ,2,3,5,4,5,2,3,3,4,4,4,5,5,4,5,4,5,4,3,2,4,3,4,4,4,2,4,5,4,5,5,5,5,4,5,2,1,5,4,4,5,4,3,4,4,1,4.636363636,4.555555556
6657,1,0,0, ,2,2,2,1,4,1,4,4,4,1,4,3,3,2,4,4,4,3,3,3,5,4,4,4,3,3,3,3,2,3,2,4,4,4,4,3,3,4,2,4,2,3,2,4,2,3,3.090909091,4
6657,4,0,0, ,2,2,5,2, ,1,4, ,5,3,5,5,4,1,5,3,4,4,5,1,5,4,2,4,1,3,2,5,1,5,1,3,2,4,4,4,4,5,1,4,2,1,2,5,2,2,3.727272727,4.333333333
6659,1,0,0, ,1,2,4,2,5,2,5,4,5,1,3,5,5,1,5,4,5,4,5,3,4,5,1,4,1,3,5,5,4,5,4,4,2,5,5,2,2,5,2,5,3,4,2,5,2,4,1.909090909,4.5
6659,4,0,0, ,1,2,4,2,3,3,4,4,3,4,2,4,5,1,5,4,4,4,4,2,4,3,1,4,3, ,3,2,2,2,2,3,4,4,3,2,4,4,2,3,4,3,1,4,4,2,3.454545455,4.333333333
6669,1,0,0, ,2,1,4,4,4,1,5,4,4,2,4,4,4,1,4,4,4,4,4,2,2,4,2,4,2,2,4,5,4,4,4,4,2,4,4,2,4,5,4,4,4,4,4,4,2,5,4,4
6669,4,0,0, ,2,1,4,3,4,1,5,2,4,2,2,4,5,3,3,4,3,4,4,4,3,5,1,4,1,2,4,4,1,4,3,5,1,4,4,2,2,4,2,3,4,4,1,4,2,4,4.090909091,4.222222222
6677,1,0,0, ,1,2,4,3,2,4,3,1,3,4,3,4,3,1,3,4,3,3,3,5,4,4,3,3,3,2,3,2,4,3,4,3,3,3,3,2,4,3,3,4,5,3,3,2,4,3,2.727272727,3.444444444
6677,4,0,0, ,1,2,4,3,3,1,3,1,4,4,1,5,5,1,4,5,2,3,4,5,4,4,3,3,5,2,3,5,3,5,3,4,5,4,3,1,2,4,3,2,3,3,3,4,5,2,3.818181818,4.222222222
6687,1,2,0, ,1,1,2,4,5,1,4,4,5,2,3,4,5,2,5,4,4,3,2,1,3,3,4,3,1,2,3,3,1,4,2,3,3,4,4,3,5,4,2,3,2,2,3,4,2,3,2.636363636,3.888888889
6687,4,2,0, ,1,1,2,2,4,1,3,4,4,2,4,3,4,1,5,2,3,3,4,1,2,4,4,3,1,3,3,4,2,4,2,4,3,4,4,3,4,5,1,4,1,4,2,4,3,4,2.636363636,4.333333333
6689,1,0,0, ,1,3,3,1,4,1,4,2,5,4,4,4,4,1,5,3,4,3,4,1,2,4,2,4,2,3,4,4,2,5,2,2,3,3,4,3,3,5,1,4,3,4,2,4,2,1,3.090909091,4.333333333
6689,4,0,0, ,2,3,2,4,5,1,4,3,4,3,4,5,4,2,5,3,4,3,5,4,3,2,3,3,4,3,4,4,1,4,1,4,3,4,5,3,2,4,3,4,3,3,4,4,2,1,4.090909091,4.444444444
6715,1,0,0, ,2,2,3,4,5,3,3,3,4,2,4,5,3,2,4,3,3,3,4,1,4,3,4,4,2,2,3,4,2,4,4,4,4,4,4,3,3,4,2,3,4,3,3,2,3,2,3.636363636,4.444444444
6715,4,0,0, ,2,2,5,4,3,4,5,1,2,4,1,5,4,3,4,4,2,3,1,5,5,5,4,4,4,1,4,5,5,5,4,2,4,4,4,2,2,4,3,5,4,4,2,2,4,2,4.272727273,4.444444444
6719,1,0,0, ,1,1,2,2,5,2,4,4,4,5,4,4,3,3,4,4,4,3,4,3,4,4,3,4,3,4,4,4,2,4,3,1,4,5,4,4,4,4,3,3,2,5,3,4,3,2,2.727272727,3.222222222
6719,4,0,0, ,1,1,2,2,4,2,4,4,4,5,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,3,2,3,4,4,4,3,4,4,4,2,4,4,4,3,1,2.909090909,2.666666667
6745,1,0,0, ,2,2,3,2,5,1,4,5,5,1,3,4,4,1,5,4,5,3,4,1,3,4,3,4,2,4,3,4,3,4,2,5,4,5,5,3,3,5,2,5,3,4,2,4,1,4,3.818181818,4.333333333
6745,4,0,0, ,2,2,5,3,4,3,4,3,4,2,4,5,4,2,4,4,4,2,4,4,5,5,3,4,5,3,5,5,5,3,5,4,5,5,4,4,3,4,3,2,2,5,3,5,4,4,4.181818182,4.222222222
6755,1,0,0, ,1,3,2,3,4,2,4,5,4,4,5,3,3,1,5,3,5,3,2,5,2,2,5,2,5,5,3,5,4,4,2,2,4,4,4,4,3,3,2,3,5,2,5,2,2,1,2.363636364,4
6755,4,0,0, ,2,3,4,5,5,2,4,3,5,2,5,5,5,1,5,5,5,3,5,1,4,4,4,2,1,3,5,5,4,5,2,4,4,5,5,4,1,5,2,5,3,3,4,3,1,3,3.727272727,4.777777778
6759,1,0,0, ,1,1,4,2,4,1,4,4,3,4,3,4,5,2,4,4,2,4,4,2,3,4,2,4,4,3,3,2,2,3,3,3,3, ,4,3,2,5,4,2,4,4,2,4,4,2,3.090909091,4.111111111
6761,1,0,0, ,1,2,5,4,3,2,4,2,4,4,2,5,3,1,5,4,3,4,2,2,4,5,1,5,5,3,4,3,2,4,4,4,2,5,4,2,3,5,4,5,5,3,1,3,4,1,3.727272727,4
6761,4,0,0, ,1,2,5,3,4,1,5,4,5,4,2,4,4,2,4,4,5,4,3,1,3,3,1,4,1,4,5,5,1,4,1,1,1,4,5,2,2,5,2,4,3,3,1,5,4,1,2.363636364,4
6773,1,0,0, ,2,1,4,3,4,1,4,5,4,4,1,4,3,1,5,4,4,3,5,2,5,4,1,5,3,2,5,5,1,5,1,5,3,5,5,2,5,5,1,4,1,5,1,5,4,5,4.272727273,4.666666667
6773,4,0,0, ,2,1,5,2,4,1,4,3,4,4,2,4,5,3,4,5,3,4,3,3,4,4,1,4,3,2,4,5,2,4,4,3,1,4,3,1,4,5,3,4,4,5,3,4,4,3,3.818181818,4.666666667
6785,1,0,0, ,2,2,5,3,4,2,4,3,3,4,2,3,4,3,4,4,3,3,4,3,3,4,3,3,3,2,3,3,2,3,3,3,4,3,3,3,3,4,4,3,4,4,3,3,4,3,3.363636364,3.777777778
6785,4,0,0, ,2,2,2,3,3,5,4,3,3,2,1,3,1,3,2,5,2,3,4,5,5,4,5,2,4,1,3,4,4,2,5,4,5,3,1,1,4,1,4,2,4,4,2,1,2,4,3.454545455,3.888888889
6787,1,0,0, ,2,3,5,4,5,2,3,3,5,4,3,4,4,3,5,5,5,5,4,3,4,2,2,3,4,3,2,5,4,5,4,5,5,5,5,3,4,5,4,4,5,3,2,3,3,4,3.727272727,4
6787,4,0,0, ,1,3,4,1,3,2,5,2,5,4,5,5,4,1,5,5,5,4,5,5,5,2,1,5,1,3,4,5,1,4,1,2,2,5,5,5,2,5,1,4,4,3,3,5,5,1,2.818181818,4.125
6793,1,0,0, ,1,3,3,3,4,2,4,3,4,4,3,4,4,2,4,4,4,4,3,3,4,4,3,4,3,3,4,4,2,4,3,4,3,4,4,3,2,5,3,3,3,4,2,4,3,4,3.454545455,4
6793,4,0,0, ,2,3,1,1,5,1,5,4,5,2,4,4,4,2,5,3,4,5,5,2,5,5,2,5,4,2,4,5,1,4,1,2,1,4,4,4,4,5,2,4,2,2,1,4,2,4,4.090909091,4.666666667
6797,1,0,0, ,1,2,1,2,5,2,4,3,5,4,3,4,3,1,4,4,5,3,4,4,4,5,5,4,4,4,5,2,3,4,4,5,5,4,4,2,2,5,2,4,4,4,2,4,5,5,3.6,3.777777778
6797,4,0,0, ,1,2,4,4,2,3,2,4,4,2,1,4,4,3,4,2,2,4,3,4,4,2,2,4,4,2,2,2,2,2,4,3,4,3,4,2,4,4,3,2,4,3,5,4,4,1,3.181818182,3.333333333
6799,1,0,0, ,1,3,1,3,2,3,3,4,4,5,2,5,3,4,3,4,2,3,3,3,4,4,5,3,5,1,3,3,4,3,4,3, , , , , , , , , , ,2,4,4,1,3.181818182,3.111111111
6799,4,0,0, ,2,3,3,2,5,1,5,3,5,1,4,5,5,3,3,3,4,4, ,3,4,4,5,5,3,3,4,5,3,5,4,5,4,5,5,3, ,5,4,5,5,5,2,4,4,5,3.727272727,4.555555556
6801,1,0,0, ,2,3,4,2,4,1,4,3,5,3,4,5,5,2,5,4,3,4,5,3,4,5,2,2,3,4,5,5,3,5,3,4,2,4,4,3,4,5,3,5,2,5,1,2,2,5,4.181818182,4.666666667
6801,4,0,0, ,1,3,4,2,3,3,4,1,4,5,3,5,5,1,5,5,4,1,4,5,4,5,1,4,5,4,4,5,5,5,4,4,5,4,3,2,2,5,3,4,2,5,4,4,4,2,3.363636364,4.333333333
6819,1,0,0, ,1,3,1,3,2,3,5,5,5,4,2,5,4,1,3,5,5,3,2,5,5,5,5,4,4,2,5,2,4,1,5,5,5,3,4,2,4,1,3,1,1,5,4,4,5,2,4,3.444444444
6829,4,0,0, ,2,2,3,3,4,1,4,4,4,3,4,4,4,2,4,3,4,3,3,2,3,4,4,4,2,3,4,3,3,4,3,4,4,4,4,3,3,4,3,4,3,3,3,4,3,4,3.181818182,3.888888889
6861,1,0,0, ,2,3,2,2,4,2,2,4,4,2,2,4,4,1,5,4,4,3,4,2,2,4,4,3,2,1,4,4,1,4,2,4,4,5,4,2,4,5,2,4,3,4,4,5,2,2,3.181818182,3.666666667
6861,4,0,0, ,1,3,2,3,4,1,4,2,5,2,4,3,3,2,4,2,4,1,4,3,2,3,4,2,2,2,4,4,2,4,3,2,3,4,4,4,4,5,4,4,2,2,4,3,2,2,2.727272727,3.111111111
6865,1,2,0, ,1,3,3,2,2,2,3,2,4,4,3,4,5,2,1,4,3,2,4,4,3,5,2,3,4,5, ,4,4,3,3,3,5,5,3,1,4, ,5,3,3, ,4,4,4,2,2.9,3.111111111
6865,4,2,0, ,2,3,3,2,3,1,2,4,2,2,1,5,3,1,4,5,1,4,3,5,5,2,4,1,3,4,2,1,4,3,1,2,3,4,1,2,4,3,2,1,1,4,4,1,4,2,3.2,4.333333333
6871,1,0,0, ,1,3,4,3,4,1,4,2,4,4,4,5,5,2,4,3,4,4,4,4,4,5,3,4,3,3,3,4,2,4,4,2,3,4,4,4,2,4,3,3,4,4,3,4,4,4,3.909090909,4.555555556
6871,4,0,0, ,2,3,4,1,3,3,2,5,5,4,5,3,4,1,5,1,3,4,5,5,1,3,4,1,4,2,3,4,5,4,5,3,5,5,4,5,2,5,1,4,2,3,3,5,5,3,3.636363636,4.555555556
6875,1,2,0, ,2,3,4,4,4,2,2,3,4,3,5,4,4,1,4,1,3,3,4,1,5,3,2,5,2,3,4,5,2,5,3,5,1,5,5,5,5,5,1,3,4,3,3,4,4,3,3.1,3.555555556
6875,4,2,0, ,1,3,3,3,4,1,3,4,5,4,4,4,4,2,5,2,4,4,4,3,2,4,3,3,2,3,4,3,2,4,2,4,2,4,4,4,2,4,2,4,3,4,3,5,3,4,3.363636364,4.222222222
6881,1,0,0, ,1,3,4,1,3,1,4,3,5,4,5,5,5,1,4,2,3,4,5,2,4,4,1,4,2,4,3,5,1,4,2,4,1,4,3,4,3,5,2,3,3,4,4,5,2,3,2.909090909,3.333333333
6881,4,0,0, ,2,3,3,2,4,1,3,4,4,3,3,4,4,1,5,3,3,3,5,2,3,3,3,3,2,3,3,2,1,4,2,4,3,4,4,3,4,5,2,3,2,3,4,4,3,3,3.363636364,3.888888889
6883,1,2,0, ,2,3,5,4,2,3,1,3,5,3,2,4,3,4,2,4,2,2,4,4,4,5,5,4,5,2,1,2,2, ,1,4,5,5,3,2,4,4,3,2,5,4,5,4,5,2,3.636363636,2.666666667
6883,4,2,0, ,1,3,5,1,3,1,1,4,4,3,2,5,4,2,3,2,2,4,4,2,3,2,2,3,3,2,1,3,5,3,3,5,1,4,3,2,5,4,2,3,2,3,2,5,2,4,3.2,3.444444444
6889,1,0,0, ,2,1,5,4,3,2,2,3,4,3,2,5,2,2,4,5,2,3,4,4,4,4,2,4,5,4,3,5,3,2,2,5,3,4,3,4,2,4,5,2,4,4,5,4,4,3,3.636363636,4
