ifam,ID,OnlineManual13,isOut,whyOut,sex,zygosity,tn_BFI1,tn_BFI2,tn_BFI3,tn_BFI4,tn_BFI5,tn_BFI6,tn_BFI7,tn_BFI8,tn_BFI9,tn_BFI10,tn_BFI11,tn_BFI12,tn_BFI13,tn_BFI14,tn_BFI15,tn_BFI16,tn_BFI17,tn_BFI18,tn_BFI19,tn_BFI20,tn_BFI21,tn_BFI22,tn_BFI23,tn_BFI24,tn_BFI25,tn_BFI26,tn_BFI27,tn_BFI28,tn_BFI29,tn_BFI30,tn_BFI31,tn_BFI32,tn_BFI33,tn_BFI34,tn_BFI35,tn_BFI36,tn_BFI37,tn_BFI38,tn_BFI39,tn_BFI40,tn_BFI41,tn_BFI42,tn_BFI43,tn_BFI44,EMPQ_emotional,EMPQ_cognitive
627,1,0,0, ,1,1,2,1,3,5,3,3,5,4,3,5,5,4,3,4,3,4,5,3,5,5,2,2,1,1,4,3,2,4,3,5,1,5,4,5,5,4,4,4,1,3,4,5,2,5,3.545454545,4.555555556
627,4,0,0, ,1,1,1,1,5,1,5,3,5,5,5,5,4,2,5,2,5,4,5,5,5,5,1,4,1,2,5,4,1,5,1,5,1,5,5,4,3,5,1,4,1,4,1,4,1,5,2.636363636,4.777777778
628,4,0,0, ,1,1,2,3,3,1,3,3,5,4,4,4,4,2,2,2,4,4,5,3,4,4,2,5,3,2,2,4,2,3,2,4,1,4,4,3,4,5,3,3,3,4,4,5,5,2,3.363636364,4.333333333
640,1,0,0, ,2,1,1,3,4,2,4,4,5,4,3,5,4,5,5,4,3,4,5,3,5,3,5,5,5,4,3,5,3,4,2,4,5,4,4,2,3,5,4,3,5,3,4,4,5,2,4.090909091,4.111111111
641,1,0,0, ,1,1,1,3,4,3,3,4,4,4,4,3,3,1,3,4,2,3,4,3,3,3,5,3,4,3,4,2,3,2,3,3,4,4,3,2,3,4,4,3,2,3,5,4,3,3,2.272727273,3.111111111
641,4,0,0, ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.818181818,2.333333333
642,1,2,0, ,2,2,2,3,4,3,3,4,3,2,3,4,4,1,4,4,3,3,5,3,3,5,3,4,2,3,5,4,4,2,4,4,4,4,4,4,3,4,2,3,2,5,2,4,2,4,2.545454545,3.555555556
642,4,2,0, ,2,2,2,2,5,2,4,3,3,2,2,1,3,1,5,4,3,3,4,1,5,3,4,3,3,3,3,4,3,4,3,2,4,3,4,1,3,3,3,5,2,3,3,4,3,4,3.181818182,3.444444444
644,1,0,0, ,2,2,5,1,3,1,3,3,3,4,2,5,5,3,4,4,2,3,3,2,4,5,1,5,4,2,3,2,1,3,3,3,5,2,3,2,2,5,5,3,2,4,3,4,3,1,3.181818182,4.444444444
644,4,0,0, ,2,2,3,2,5,1,3,4,5,4,3,4,5,1,5,4,3,3,5,1,3,4,1,4,3,5,3,5,1,4,4,3,3,4,4,3,1,5,3,3,3,3,3,4,4,1,2.909090909,4.222222222
646,1,0,0, ,2,2,4,2,4,1,4,4,5,1,3,4,4,3,4,4,3,3,5,1,3,5,2,5,3,4,4,5,1,4,1,5,3,4,3,4,4,3,4,4,4,4,2,2,4,4,3.363636364,3.333333333
646,4,0,0, ,2,2,4,1,3,4,2,5,5,5,1,4,2,1,5,5,2,4,5,4,5,5,5,5,1,3,2,1,4,3,5,2,5,4,3,1,5,5,2,2,5,1,5,1,5,1,4.090909091,4.875
653,1,0,0, ,2,3,5,2,3,2,4,3,4,5,2,5,3,2,4,5,3,3,4,2,5,4,2,4,4,2,3,4,4,3,4,5,4,4,3,1,4,4,4,4,4,4,3,4,5,4,4.454545455,4
653,4,0,0, ,1,3,4,4,2,3,3,2,3,4,2,3,3,1,3,4,4,2,4,4,3,4,2,4,3,3,3,3,2,3,2,3,2,3,2,2,4,4,4,3,4,4,4,4,4,1,2.818181818,3.444444444
660,1,0,0, ,1,2,3,2,3,2,4,5,5,4,4,5,3,2,5,4,5,3,4,5,3,4,3,2,4,3,3,4,2,4,2,2,3,4,2,3,2,4,2,4,1,4,1,5,5,1,3.545454545,3.888888889
660,4,0,0, ,1,2,3,2,4,1,4,4,4,3,3,4,4,2,4,4,4,3,3,2,3,3,3,4,2,4,4,4,2,4,2,2,3,3,2,3,4,4,2,3,2,3,5,4,3,1,2.909090909,3.777777778
662,1,0,0, ,2,3,4,2,4,3,3,5,4,2,4,4,3,2,3,4,3,3,4,2,5,3,5,4,2,2,3,3,2,4,4,4,5,4,4,2,4,4,3,4,5,4,2,4,2,3,4.181818182,4
662,4,0,0, ,1,3,4,1,5,1,4,4,5,5,4,5,4,1,5,4,5,5,5,2,5,4,2,5,2,3,4,5,3,5,4,2,5,5,4,2,2,5,1,4,1,1,5,4,2,1,3.545454545,4.111111111
663,1,0,0, ,2,3,5,3,4,1,5,4,4,3,4,5,4,3,4,4,5,5,4,3,4,5,2,3,4,3,5,4,2,3,2,2,1,4,5,2,3,5,2,3,2,4,5,4,2,1,3.818181818,4.444444444
663,4,0,0, ,1,3,2,3,3,2,4,5,5,4,5,4,2,1,5,1,3,3,5,4,1,3,5,5,3,4,3,3,2,3,2,4,3,5,4,4,3,5,1,3,1,3,2,5,4,3,2.545454545,4.444444444
664,1,0,0, ,2,2,3,3,4,3,3,3,4,4,4,4,5,3,4,4,4,4,5,3,4,4,3,4,2,2,3,4,2,4,4,3,4,4,4,3,3,4,3,4,4,3,4,4,2,2,3.727272727,3.555555556
664,4,0,0, ,2,2,1,4,5,4,4,5,5,3,3,5,5,4,5,5,4,5,4,2,4,5,5,5,1,5,3,5,4,5,4,5,5,5,5,4,5,2,2,3,4,4,1,1,3,5,3.272727273,3.555555556
667,1,0,0, ,1,3,4,4,4,3,4,3,4,1,4,4,2,2,4,4,4,4,3,1,4,4,2,3,2,2,4,4,4,4,4,3,3,4,4,4,2,4,2,3,5,3,3,4,3,3,3.090909091,4.555555556
667,4,0,0, ,2,3,4,4,5,2,5,5,4,5,5,5,4,1,4,3,4,3,5,4,3,5,5,5,3,2,5,4,2,5,2,5,4,5,4,4,3,5,2,4,2,5,5,4,5,5,4.454545455,4.444444444
668,1,0,0, ,2,1,3,4,1,1,5,1,4,5,1,5,4,3,5,5,4,5,3,3,5,5,3,5,2,2,3,5,3,3,3,5,4,4,4,1,3,4,4,3,5,5,2,5,1,4,3.272727273,4.555555556
668,4,0,0, ,2,1,4,2,4,1,4,2,4,4,3,5,4,1,5,1,4,3,5,2,4,5,3,3,4,5,3,5,2,4,3,4,4,4,4,3,4,5,3,4,5,4,3,4,4,3,3.727272727,4.666666667
673,1,0,0, ,2,2,3,1,4,1,3,4,5,2,3,3,3,1,4,5,2,3,2,2,5,2,2,4,1,2,4,3,1,3,2,4,2,4,4,1,3,5,4,3,1,3,3,4,3,2,4.454545455,4.555555556
673,4,0,0, ,2,2,3,1,5,1,3,2,5,1,2,3,4,2,5,4,4,2,4,1,4,3,3,4,2,2,3,4,1,4,4,4,4,4,4,3,2,5,3,3,4,3,2,4,3,3,3.909090909,4.111111111
677,1,0,0, ,2,2,2,2,4,1,4,5,5,2,1,5,5,2,5,4,4,5,3,4,5,5,2,4,3,3,4,4,1,3,2,4,5,5,4,1,4,5,5,5,1,3,5,5,3,3,3.818181818,5
693,1,0,0, ,1,3,4,2,4,2,4,4,5,1,3,4,4,1,5,5,5,4,5,2,4,5,3,3,1,1,4,3,2,5,4,5,4,4,5,3,3,4,2,4,2,5,4,4,1,5,4,4.333333333
693,4,0,0, ,2,3,4,2,5,1,5,3,5,3,4,5,5,2,5,4,5,5,4,3,2,4,2,3,2,4,5,5,1,5,1,5,2,4,5,4,2,5,3,5,3,3,1,4,5,5,3.272727273,4.666666667
694,4,0,0, ,1,1,4,4,4,1,5,4,4,3,4,4,4,3,4,4,4,4,4,3,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4,3,3,4,3,4,3,4,3,4,4,4,3.454545455,3.888888889
696,1,0,0, ,2,2,4,3,4,1,4,4,4,2,3,3,4,3,4,4,3,3,4,2,4,3,3,4,3,4,3,4,2,4,3,4,3,4,4,2,4,4,3,3,3,3,3,5,3,3,3.636363636,4
696,4,0,0, ,2,2,2,4,5,1,2,4,3,3,3,3,4,4,4,3,3,3,2,2,3,2,4,4,4,2,2,4,2,4,3,2,4,4,3,3,3,4,4,4,5,3,4,3,3,2,4.181818182,3.555555556
699,1,0,0, ,2,3,2,3,2,2,2,2,3,4,3,4,4,4,3,4,3,3,2,5,3,2,2,4,5,2,2,4,3,2,4,3,4,3,2,3,2,3,4,3,4,4,4,4,4,1,3.090909091,3.333333333
699,4,0,0, ,1,3,2,3,4,1,5,4,4,2,4,5,5,2,5,5,4,4,5,5,5,5,2,5,4,3,4,5,2,4,2,5,2,5,4,4,1,5,2,4,4,4,5,5,5,5,3.909090909,4.777777778
709,1,0,0, ,2,3,4,3,3,1,5,4,4,5,4,4,5,2,5,3,4,4,5,5,3,4,4,4,4,3,5,4,2,4,2,4,3,4,4,3,4,4,2,3,1,4,3,5,4,3,3.727272727,4.555555556
709,4,0,0, ,1,3,4,4,4,2,4,3,5,4,2,5,4,3,4,4,3,2,2,5,1,5,3,5,4,4,4,5,2,3,4,5,4,3,4,4,4,4,2,4,4,5,3,4,5,4,2.818181818,4.555555556
710,4,0,0, ,1, ,3,2,4,2,3,4,3,3,3,3,4,2,4,3,4,2,3,2,4,3,2,4,2,3,2,3,2,3,2,3,2,3,4,3,3,4,2,3,4,3,4,4,3,3,2.636363636,3.666666667
713,1,0,0, ,2,1,3,2,5,2,5,3,5,4,3,5,3,2,5,4,5,3,4,1,3,5,4,4,2,2,5,2,3,3,2,4,4,4,4,4,2,4,3,5,1,4,1,4,2,5,4.090909091,4.777777778
713,4,0,0, ,2,1,5,3,3,2,4,1,4,3,3,5,4,2,5,4,4,4,3,3,4,5,2,4,4,3,4,5,3,3,4,4,4,4,4,3,2,3,2,4,4,4,2,4,3,5,3.818181818,4
717,1,0,0, ,1,2,5,3,5,1,5,4,5,3,4,5,5,1,5,3,5,5,2,3,2,5,1,2,3,3,5,5,1,5,2,3,2,5,5,4,1,5,3,3,1,5,5,4,3,5,3.909090909,5
717,4,0,0, ,1,2,2,1,5,1,5,3,4,2,3,5,3,1,3,2,5,4,4,1,2,4,4,4,2,4,4,5,1,4,1,1,4,3,5,4,2,4,2,3,1,3,3,4,1,1,3,3.777777778
718,1,0,0, ,1,1,4,4,5,1,5,4,3,4,4,4,5,3,4,2,5,4,4,1,3,5,2,4,2,4,5,5,4,5,3,5,2,4,4,4,2,4,4,5,4,4,2,5,2,5,2.545454545,4.333333333
718,4,0,0, ,1,1,2,2,5,1,5,4,5,2,5,5,4,1,4,1,5,3,2,1,4,4,4,4,1,4,5,4,2,5,3,4,4,4,5,5,4,5,2,5,1,4,4,4,1,5,2.727272727,4
719,1,0,0, ,2,3,3,1,5,3,4,4,5,4,2,3,5,2,4,3,5,3,5,1,4,4,2,5,2,3,5,4,2,3,2,4,4,3,3,3,2,3,4,5,3,4,4,4,1,3,4,4.25
719,4,0,0, ,1,3,4,3,4,1,3,3,4,3,4,4,5,3,4,4,5,4,3,1,3,3,2,4,2,5,4,5,2,5,2,2,2,4,4,4,4,5,3,3,4,3,4,4,2,2,3.090909091,4.111111111
720,1,0,0, ,1,3,4,2,4,1,4,4,4,2,4,5,4,2,5,4,4,4,4,2,3,4,3,5,3,4,5,3,2,5,2,4,3,4,5,4,3,5,4,4,2,4,4,4,2,4,3.636363636,4.222222222
720,4,0,0, ,2,3,4,1,4,1,4,4,5,1,2,4,5,2,5,4,4,4,5,2,3,4,2,4,2,2,3,4,1,4,3,4,4,5,4,3,3,5,4,4,2,4,4,5,1,3,3.818181818,4.555555556
722,1,0,0, ,1,3,3,2,4,1,4,4,4,4,4,3,4,2,4,3,4,3,3,4,3,4,4,3,2,4,4,3,1,4,1,3,2,4,4,4,3,4,2,4,2,4,2,3,2,3,2.636363636,3.777777778
722,4,0,0, ,2,3,5,2,4,3,3,3,4,4,3,2,4,1,5,3,3,3,3,1,5,4,4,4,4,4,4,4,3,5,4,4,4,4,4,3,3,5,3,4,4,3,3,4,1,3,3.636363636,3.666666667
734,4,0,0, ,1,2,2,1,5,1,5,5,5,2,5,5,4,1,5,1,5,5,5,2,2,5,5,4,1,4,5,5,1,5,1,5,4,5,5,5,2,5,1,5,1,5,1,5,1,5,3.363636364,4.888888889
735,1,0,0, ,1,3,3,2,4,1,4,3,4,2,3,4,3,2,4,3,3,3,4,3,4,5,2,4,3,4,4,4,2,4,3,3,2,4,4,2,4,5,3,3,5,4,3,3,5,3,4.090909091,4.444444444
735,4,0,0, ,2,3,5,4,4,2,2,1,3,5,2,5,5,3,4,1,2,5,1,2,4,5,1,4,5,5,4,5,1,4,2,5,1,2,4,1,3,5,5,4,3,5,5,4,5,1,2.454545455,4.111111111
740,1,0,0, ,1,3,3,2,4,1,3,2,4,3,3,2,4,1,4,5,2,3,2,2,1,3,3,3,4,4,2,4,2,4,2,3,3,3,2,3,4,4,2,3,1,3,1,3,1,1,2.363636364,4.222222222
741,1,0,0, ,2,2,5,3,2,2,2,2,4,2,2,4,2,1,5,5,4,2,4,2,5,2,2,4,3,2,3,4,2,3,4,5,4,3,3,2,4,3,3,3,4,2,2,3,4,2,3.363636364,3
747,1,0,0, ,2,3,3,2,4,1,4,2,4,3,5,4,4,1,5,3,4,4,3,2,2,4,2,4,2,3,5,5,2,4,1,4,2,3,4,5,4,4,2,4,3,4,3,4,1,4,3.090909091,4.555555556
747,4,0,0, ,1,3,3,2,5,1,4,5,5,3,2,5,3,1,5,4,4,4,3,3,3,5,4,4,3,4,4,5,3,5,3,5,4,4,5,5,3,4,3,5,4,4,1,4,1,5,2.181818182,4.444444444
751,1,0,0, ,2,2,4,4,3,5,4,4,5,4,2,3,5,4,4,4,3,3,2,5,4,4,3,4,4,1,3,3,4,2,5,3,3,3,3,2,3,3,4,3,5,3,4,2,4,4,4,3.888888889
751,4,0,0, ,2,2,4,4,4,1,4,3,5,4,2,5,3,1,5,4,4,3,4,5,4,4,4,5,4,2,4,4,2,3,2,4,5,5,4,2,4,4,2,2,4,4,1,4,2,4,4.090909091,4.444444444
753,1,0,0, ,1,3,2,1,3,1,4,4,4,5,4,5,5,2,4,2,4,3,4,2,3,2,1,3,1,4,4,5,1,4,1,2,1,4,5,5,1,5,3,3,2,3,5,5,2,2,3.545454545,4.444444444
753,4,0,0, ,2,3,3,4,4,1,5,3,4,4,5,4,4,2,5,3,4,3,4,2,5,5,3,3,2,5,4,5,1,4,2,3,2,5,4,5,2,4,4,4,4,5,2,5,4,4,3.818181818,5
754,1,0,0, ,1,3,3,2,4,1,4,3,4,3,4,5,4,1,4,3,5,4,4,3,5,5,3,4,3,3,4,5,2,5,3,3,4,4,4,3,3,5,4,3,3,4,3,4,3,2,3.727272727,4
756,1,0,0, ,1,1,5,2,2,3,3,2,5,2,2,4,4,3,4,4,4,4,4,5,2,4,1,4,2,4,4,3,2,1,5,3,3,5,2,3,4,5,4,2,5,2,2,3,2,4,2.636363636,3.555555556
756,4,0,0, ,1,1,5,1,4,1,4,5,5,5,4,5,5,1,5,5,4,4,5,5,1,5,1,5,4,3,3,3,2,2,3,4,4,5,4,3,4,5,3,4,4,4,5,5,5,3,2.454545455,3.888888889
758,4,0,0, ,1,1,4,4,3,1,5,4,1,3,5,5,5,1,5,2,5,5,5,2,4,5,4,3,2,4,5,4,1,4,2,5,2,4,4,4,5,5,2,3,2,5,4,4,3,4,2.818181818,4.777777778
759,1,0,0, ,2,3,5,3,5,1,4,4,5,5,3,5,5,3,4,2,4,3,3,2,3,4,1,3,1,3,3,5,1,5,3,5,3,3,3,3,1,5,3,2,3,3,1,4,3,4,2.545454545,3.777777778
759,4,0,0, ,1,3,4,2,2,1,4,3,5,5,2,3,5,5,3,2,4,4,4,5,2,4,1,4,4,4,4,5,1,4,3,3,1,4,4,3,2,5,5,3,3,5,4,5,5,5,3.363636364,4.222222222
762,1,0,0, ,2,2,3,2,4,3,4,2,4,3,2,4,3,3,4,4,2,4,1,2,4,3,3,5,3,2,4,4,4,4,5,2,4,5,4,3,3,2,5,3,5,2,4,3,2,2,4.363636364,3.444444444
762,4,0,0, ,2,2,5,2,2,1,4,3,5,3,2,4,3,1,4,4,3,3,5,3,4,4,1,4,4,2,4,4,1,2,2,4,1,5,4,2,3,4,2,4,2,3,2,4,3,3,3.545454545,4.333333333
763,1,0,0, ,1,2,3,2,4,1,4,5,5,3,3,5,4,1,5,3,4,3,5,1,3,4,2,4,1,3,4,4,1,5,1,5,3,5,4,3,4,5,1,4,1,4,3,5,2,4,3.727272727,4.111111111
769,4,0,0, ,1,2,2,3,4,1,4,3,4,4,5,5,5,1,5,5,4,3,5,4,4,5,2,5,1,2,5,3,5,4,4,5,4,3,4,5,3,5,4,4,3,5,5,5,4,5,3.909090909,4.333333333
779,1,0,0, ,2,2,5,2,4,1,3,1,4,5,2,5,5,3,4,5,3,4,3,2,4,5,1,4,2,3,3,4,1,4,1,2,3,5,4,4,3,5,3,4,3,4,4,5,1,3,3.636363636,4.333333333
784,1,0,0, ,1,3,4,5,4,1,5,1,5,5,1,5,5,1,5,5,5,5,1,5,1,1,1,2,1,5,5,5,1,5,1,1,5,1,5,1,1,1,5,5,5,5,1,1,5,1,2.181818182,3
784,4,0,0, ,2,3,3,5,2,2,4,1,5,4,1,5,3,3,2,5,3,1,5,4,5,5,2,5,4,2,3,1,4,5,4,5,2,4,3,1,4,3,5,3,2,5,4,5,4,3,3.636363636,2.888888889
789,4,0,0, ,1,2,2,4,1,2,3,3,3,2,4,3,4,1,3,4,2,3,3,5,4,4,4,3,4,1,3,4,1,4,4,1, ,3,4,3,2,4,1,3,2,2,5,4,2,1,3.2,3.714285714
791,1,0,0, ,2,2,5,4,2,3,3,3,3,4,2,4,4,3,4,3,2,3,2,4,2,4,4,4,5,1,3,2,5,2,5,2,4,2,2,2,3,3,4,3,5,3,3,1,4,3,3.363636364,4.25
791,4,0,0, ,2,2,4,4,5,2,4,5,5,5,1,5,3,2,4,5,2,5,5,1,5,5,4,5,3,1,4,4,4,4,4,5,5,4,4,2,4,4,4,4,4,4,4,4,4,5,3.818181818,4
792,1,0,0, ,1,2,4,2,4,2,3,2,4,4,2,4,4,2,4,3,3,2,3,2,4,3,2,3,2,3,3,4,2,3,4,2,4,3,4,2,4,4,2,2,4,2,4,4,3,2,2.909090909,3
794,1,2,0, ,2,2,5,3,5,1,4,5,5,4,4,5,5,1,4,5,4,3,5,2,3,5,5,5,4,4,4,4,2,3,3,5,5,4,3,3,4,3,1,4,3,4,2,4,4,4,4.363636364,4.555555556
794,4,2,0, ,2,2,5,3,5,2,5,2,5,4,4,5,3,3,4,4,4,3,2,1,4,4,2,4,1,4,4,5,4,5,2,5,2,5,4,3,4,4,3,2, ,4,2,4,1,4,3.727272727,4
804,4,0,0, ,2,2,3,3,4,1,4,5,5,2,5,4,4,2,5,3,4,4,4,1,5,4,4,5,3,3,4,4,5,4,4,5,5,4,5,5,4,4,3,4,2,3,3,4,2,4,3.909090909,3.888888889
812,1,0,0, ,2,1,4,3,4,3,3,4,5,4,3,3,3,1,5,5,5,3,4,2,3,3,4,4,3,2,3,3,4,4,5,3,5,5,4,3,3,4,2,2,3,5,3,4,3,4,4.181818182,4.777777778
812,4,0,0, ,2,1,5,4,4,3,4,4,4,4,4,4,4,2,5,4,5,3,4,3,4,5,4,4,3,3,3,4,4,4,3,3,4,4,4,3,5,4,2,3,3,4,3,3,2,4,3.909090909,4.555555556
813,1,0,0, ,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
814,4,0,0, ,2,1,5,1,5,1,3,3,4,2,4,4,4,2,4,2,3,4,3,2,2,4,1,4,2,5,3,5,1,4,2,3,2,3,3,4,4,5,2,3,4,2,2,4,4,3,3.090909091,4.333333333
817,1,0,0, ,1,2,4,4,5,2,4,3,4,2,4,5,5,3,2,4,3,4,3,1,3,4,3,4,2,4,5,4,2,5,3,3,4,4,3,2,2,4,2,2,3,5,2,4,3,5,3.909090909,3.888888889
817,4,0,0, ,1,2,3,4,5,2,4,5,4,4,2,4,4,2,5,5,4,4,3,2,5,2,3,3,2,4,3,5,2,5,4,1,5,3,4,3,3,5,3,3,2,4,4,4,4,3,3.636363636,3.555555556
818,1,0,0, ,1,3,4,2,4,1,5,3,5,2,4,5,5,1,5,4,4,4,5,2,3,5,2,4,2,4,5,4,1,4,2,4,1,4,4,4,3,5,4,5,5,5,3,5,4,3,3,4.222222222
818,4,0,0, ,2,3,4,4,5,3,4,4,4,2,1,3,2,2,5,5,4,3,4,2,5,4,3,2,3,2,4,5,4,5,4,4,4,4,3,1,4,2,3,3,5,2,3,2,2,4,4,4.444444444
819,1,0,0, ,2,2,4,3,4,1,5,2,3,5,4,5,5,2,3,5,3,5,5,3,3,4,1,2,2,3,3,5,4,3,4,4,2,2,4,4,4,4,3,3,3,5,4,4,5,5,3.727272727,4
819,4,0,0, ,2,2,4,3,3,2,2,5,4,5,3,5,4,3,5,3,2,5,4,3,2,4,2,2,4,5,4,3,5,2,4,4,5,4,4,4,1,4,3,3,3,3,2,3,4,3,3,4.333333333
820,1,0,0, ,1,3,4,1,5,1,4,5,5,1,5,5,4,1,5,1,5,4,5,1,1,5,4,5,1,5,5,5,1,5,1,4,3,5,5,5,2,5,1,5,1,5,3,5,1,5,2.454545455,4.222222222
820,4,0,0, ,2,3,3,1,5,1,5,4,5,1,5,5,5,1,5,4,5,5,5,1,4,5,4,5,1,3,1,4,1,5,1,5,4,5,5,5,2,5,3,5,3,5,1,5,1,5,4.181818182,4.777777778
822,1,0,0, ,2,1,3,2,3,3,2,1,4,3,2,5,5,3,4,4,3,3,5,4,5,4,1,4,5,1,2,4,3,3,4,4,4,4,3,2,3,5,4,4,3,3,4,4,5,4,3.272727273,4.111111111
822,4,0,0, ,2,1,3,2,4,1,5,2,5,4,2,5,5,3,5,4,4,5,5,2,5,4,2,4,3,1,4,4,1,4,2,4,4,5,4,2,2,5,2,4,3,4,4,4,4,2,4.545454545,4.777777778
823,1,0,0, ,2,3,3,4,5,3,3,3,4,4,2,4,4,1,5,5,3,3,5,3,5,3,4,4,4,3,3,4,4,4,4,3,4,5,5,2,4,4,5,5,4,3,2,2,3,3,3.363636364,5
823,4,0,0, ,1,3,5,4,3,1,4,3,3,4,3,5,5,3,5,4,4,5,4,3,4,4,2,4,3,3,4,4,2,5,3,4,3,3,4,3,3,5,5,4,3,5,2,5,3,4,2.818181818,3.333333333
826,1,0,0, ,1,3,5,4,4,3,5,3,4, ,2,5,5,3,4,5,5,2,2,4,5,5,3,2,4,4,4,4,4,3,4,4,4,3,4,4,1,2,3,4,4,5,2, ,4,4,2.818181818,3.333333333
826,4,0,0, ,2,3,4,3,4,4,3,5,5,2,1,5,2,4,5,5,5,5,3,3,5,3,2,5,3,1,3,4,4,3,5,5,1,5,4,1,4,5,4,3,5,3,3,4,4,5,4.727272727,4.666666667
828,1,0,0, ,2,3,4,4,4,3,5,2,4,4,2,5,4,5,5,5,3,4,1,5,5,5,1,2,3,1,5,5,5,4,2,5,2,4,3,1,2,5,4,2,5,5,1,2,2,3,4.727272727,4.222222222
828,4,0,0, ,1,3,3,4,4,3,3,4,5,1,1,5,3,3,5,5,3,3,3,1,5,4,2,4,1,1,3,5,2,5,3,3,2,5,4,1,3,3,2,4,5,3,3,4,1,4,3.181818182,4.555555556
830,1,0,0, ,1,2,4,3,4,2,4,3,4,2,3,4,4,2,5,4,4,3,3,4,4,4,2,3,4,3,4,4,2,4,2,4,4,4,4,4,3,4,4,3,4,4,3,4,5,3,3.090909091,4.222222222
830,4,0,0, ,1,2,4,5,4,3,3,3,3,2,3,5,4,2, ,4,5,4,1,3,5,5,4,4,4,2,3,5,4,4,4,5,3,3,4,2,4,3,3,3,4,3,4,1,4,4,4.545454545,4
831,1,0,0, ,1,1,2,1,3,1,4,4,1,2,3,4,4,2,5,3,3,3,4,2,3,4,3,4,1,4,4,4,2,3,2,4,1,5,3,4,3,1,1,3,2,3,2,4,3,3,3.272727273,4.111111111
831,4,0,0, ,1,1,3,2,3,2,3,3,4,3,3,3,3,2,4,3,3,3,4,2,3,3,2,3,3,2,3,3,1,3,2,3,2,5,4,3,4,5,1,3,3,3,2,4,2,4,2.909090909,3.625
832,1,0,0, ,2,3,4,1,4,1,5,4,4,4,2,4,5,2,5,4,2,4,3,4,4,4,2,3,2,3,3,4,2,5,2,3,3,4,4,3,2,5,4,4,1,3,1,4,3,4,3.454545455,4.666666667
832,4,0,0, ,1,3,1,1,4,1,5,3,5,4,5,5,5,1,4,4,4,5,4,1,5,5,3,4,1,5,5,4,1,4,5,4,2,4,4,5,4,5,2,4,2,5,2,4,3,1,3.909090909,4
834,1,0,0, ,2,2,4,1,5,1,4,3,5,2,3,4,4,2,5,4,4,4,4,2,3,5,3,4,2,2,3,4,1,4,1,4,2,5,4,3,3,5,2,4,3,3,2,4,3,4,4.545454545,4.333333333
834,4,0,0, ,2,2,1,1,4,1,3,4,5,2,4,4,4,1,5,4,3,3,5,3,5,5,4,3,2,2,4,2,1,4,3,4,4,5,5,3,5,5,2,4,3,3,4,4,3,4,3.909090909,3.444444444
842,1,0,0, ,2,2,2,1,2,2,5,4,4,3,4,3,4,2,3,3,4,2,4,3,4,5,4,4,3,3,5,3,2,2,3,4,4,3,3,2,3,4,2,3,3,4,1,4,3,5,3.909090909,3.777777778
842,4,0,0, ,2,2,4,2,5,1,5,1,5,5,4,5,5,2,5,4,5,4,4,2,2,5,1,5,2,2,5,4,2,5,4,5,1,4,5,4,3,5,4,5,3,5,2,5,2,5,4.272727273,5
843,1,0,0, ,1,1,5,4,5,4,4,1,5,4,4,5,5,1,5,5,4,3,5,2,5,5,1,4,1,1,4,5,5,5,4,5,1,5,3,1,1,1,3,5,4,5,2,1,4,4,3.909090909,4.444444444
843,4,0,0, ,1,1,4,2,4,2,4,2,5,4,3,5,4,2,4,3,4,3,4,2,4,4,2,3,1,1,4,3,2,5,2,5,3,4,4,3,2,3,3,3,3,4,2,4,3,4,3.636363636,3.777777778
844,1,0,0, ,2,2,2,1,5,1,5,5,5,1,4,4,4,1,5,5,5,5,5,1,5,4,4,4,2,3,4,5,1,4,2,4,4,5,5,2,3,5,1,4,2,3,1,4,2,4,3.818181818,4.888888889
844,4,0,0, ,2,2,4,4,4,2,5,5,4,4,2,5,4,5,5,5,4,2,2,2,4,4,2,4,3,3,5,5,4,2,4,5,2,5,4,1,1,5,3,3,4,5,1,2,3,5,3.818181818,4.666666667
847,4,0,0, ,2,1,2,2,5,3,5,3,4,3,3,4,3,3,4,4,4,2,4,1,4,5,4,2,1,1,3,5,5,5,4,2,5,4,4,3,4,1,3,5,4,4,3,3,4,4,3.545454545,4.111111111
848,1,0,0, ,1,2,4,3,3,1,5,2,4,4,5,5,4,1,5,2,5,3,5,3,1,3,2,4,3,5,5,5,2,5,2,1,2,5,5,5,1,3,4,4,3,3,5,2,5,1,1.5,4.888888889
848,4,0,0, ,1,2,4,4,3,1,4,3,2,4,5,4,5,2,5,4,4,4,3,5,1,5,1,3,3,5,3,5,1,3,3,3,2,4,4,4,1,5,4,3,3,5,2,3,5,1,2.090909091,3.666666667
850,1,0,0, ,2,2,5,3,4,3,4,3,3,4,2,5,5,3,4,5,4,5,3,5,5,5,1,5,3,1,5,4,2,3,3,3,2,3,4,2,4,5,3,3,4,4,2,4,5,3,3.545454545,3.777777778
